DAT,predicted_weight_g
13,13.30704522
13,13.54434736
13,13.44340316
13,12.97690522
13,13.76856214
13,14.38220008
13,13.34122383
13,12.96677245
13,13.88286454
13,15.51187749
13,14.3871248
13,15.53801444
13,14.60654221
13,14.02582798
14,16.03634097
14,14.30483403
14,14.38406844
14,14.07401338
14,13.76928721
14,12.90799562
14,15.59037106
14,15.60946544
14,15.73144496
14,15.81444211
14,15.96620123
14,15.77584717
14,15.59898766
14,15.83288142
14,15.92927437
14,16.19702936
14,15.55996992
14,15.40897848
14,15.95279495
14,17.86372755
14,17.6071619
14,16.76200562
14,17.30378941
14,16.68691774
15,16.09851104
15,15.21053988
15,16.60100769
15,16.66349724
15,16.32062363
15,15.58009129
15,17.94565356
15,19.8072817
15,19.28549236
15,18.96484144
15,18.04367264
15,17.91900896
15,17.69172968
15,17.8015342
15,17.75249911
15,17.9023495
15,18.23690335
15,18.20715536
15,17.3613746
15,19.66504091
15,19.06703033
15,20.6144229
15,18.97766581
15,20.21683343
16,19.70678942
16,19.84300682
16,18.2566679
16,19.33955372
16,19.32321469
16,19.22150159
16,21.76727027
16,22.77192922
16,21.84287214
16,22.40542321
16,22.14783582
16,22.59805467
16,21.65413131
16,21.1423188
16,20.82085703
16,21.32275069
16,21.05063162
16,22.00982187
16,20.52533121
16,23.48356372
16,22.84642451
16,24.4778943
16,25.18433622
16,25.46882054
17,23.51989163
17,22.94574594
17,24.76157039
17,22.70345234
17,22.38128192
17,23.08238971
17,25.22390038
17,26.64254665
17,26.05497099
17,26.70600537
17,25.54854276
17,24.89901143
17,25.54716647
17,26.22701174
17,25.61368848
17,26.04691482
17,26.03087263
17,26.08701859
17,25.85154631
17,28.19210786
17,28.59721036
17,28.5701596
17,28.47485667
17,29.07037304
18,26.66683556
18,25.38182622
18,26.14522911
18,26.0330637
18,26.25551103
18,26.06691822
18,29.46394112
18,30.96218732
18,29.67760515
18,29.89486245
18,29.91576528
18,29.34760569
18,29.11702043
18,29.17567665
18,30.15455329
18,29.79193821
18,29.28716831
18,28.69231338
18,30.47181588
18,31.66801373
18,33.00960613
18,32.6666922
18,33.02649261
18,33.3826202
19,33.35170842
19,32.20907552
19,34.83730145
19,32.69630897
19,32.9691444
19,32.19727939
19,36.282541
19,37.82787468
19,37.81622065
19,37.49707818
19,38.44363385
19,37.67632456
19,37.33921122
19,38.42900129
19,36.14892228
19,35.6124814
19,36.19056248
19,35.60979795
19,36.51043697
19,37.44110242
19,39.49231175
19,39.4612822
19,39.72199656
19,38.62772323
20,38.69986559
20,34.80816365
20,39.88239651
20,34.84361696
20,38.43323553
20,34.29107917
20,39.65669542
20,47.14417094
20,46.08008848
20,43.45240615
20,41.88978222
20,43.43359304
20,42.43277474
20,41.25532171
20,40.5502288
20,41.93128956
20,43.33905413
20,41.06402408
20,43.11455179
20,46.18684121
20,44.7302269
20,45.76171029
20,45.70725092
20,45.54964726
21,42.93388352
21,44.39792538
21,37.44283945
21,39.47474435
21,36.04052397
21,39.7874392
21,40.90523393
21,43.97642706
21,42.67183131
21,47.94300266
21,47.84126121
21,44.72757748
21,44.42685516
21,45.60307015
21,45.83552366
21,44.52536202
21,46.54764877
21,44.46169371
21,43.10191181
21,53.08431939
21,51.55370429
21,53.27129768
21,55.2897243
21,53.01728374
22,51.32075925
22,53.3947697
22,53.09699374
22,52.97575843
22,53.1758449
22,54.82789984
22,54.7142049
22,66.67336563
22,55.82479007
22,61.60622719
22,59.27220033
22,53.41979665
22,49.07221065
22,49.54579139
22,51.57617061
22,53.82664258
22,51.49662702
22,48.06917267
22,46.95211907
22,56.06890182
22,57.69355024
22,60.87227864
22,58.45873305
22,61.19617994
23,51.75323365
23,57.08076812
23,53.87451596
23,54.85366819
23,52.17034646
23,59.46330017
23,62.52486196
23,65.13036762
23,63.06630453
23,63.41244446
23,75.16579402
23,78.44081471
23,68.31144125
23,78.04101898
23,71.15595433
23,68.57350849
23,62.97352844
23,57.95808877
23,59.82505394
23,61.61925423
23,75.14197808
23,69.9899959
23,75.49242476
23,75.27022318
24,80.93539301
24,81.84730443
24,69.98159018
24,69.74081269
24,69.90055915
24,71.06565762
24,70.39118073
24,83.38578178
24,71.5197804
24,89.55719211
24,73.39868391
24,69.32559222
24,65.26484037
24,64.27296845
24,71.34775582
24,70.63592649
24,67.43628316
24,65.27575916
24,64.53800289
24,75.62841169
24,74.90155796
24,76.74647919
24,69.23489823
24,76.73083598
25,71.67685647
25,81.36830422
25,68.07437385
25,77.28722893
25,71.86595837
25,80.07536554
25,79.6537605
25,78.18578661
25,76.92374452
25,89.85271641
25,86.51862864
25,72.5062844
25,70.20888429
25,67.79013396
25,82.47320034
25,79.49603656
25,73.39365434
25,73.55790257
25,74.65903598
25,84.1001282
25,88.00746844
25,85.58357974
25,88.05457719
25,80.99485422
26,91.9182499
26,80.94161247
26,85.52604317
26,85.98742052
26,86.04822202
26,75.60733098
26,83.21485959
26,87.06966086
26,73.89088158
26,75.65326681
26,71.76146736
26,65.94544664
26,68.94540936
26,84.48955924
26,80.0794328
26,60.37467277
26,74.05402014
26,66.04712605
26,78.29499065
26,86.55993567
26,89.01334563
26,77.06809238
26,88.64566384
26,75.81322845
27,89.64442003
27,77.26430687
27,81.84308228
27,88.57990592
27,83.7793428
27,80.9696012
27,86.70240124
27,88.73265786
27,83.24571471
27,80.24034335
27,68.64087722
27,75.47987418
27,81.59352166
27,66.55713305
27,85.61781291
27,89.34105178
27,84.54099446
27,81.49224059
27,94.48094257
27,87.92365703
27,98.93436827
27,92.70633509
27,98.60940365
27,96.33191007
0,0.993106251
0,0.979172897
0,0.975926032
0,1.251883505
0,1.289839269
0,1.274782379
0,-0.11326786
0,0.197539489
0,0.100322642
0,0.123085689
0,-0.097473049
0,-0.329995796
0,-0.364857342
0,0.524806079
0,1.139272736
0,1.20989915
0,1.1899486
0,1.390602669
0,1.290017166
0,1.097581117
0,0.73168671
0,1.183241969
0,0.99860286
0,1.257370097
1,0.849756971
1,1.020979136
1,0.988632126
1,0.921344586
1,1.019445857
1,1.172917881
1,1.179490694
1,1.749968605
1,2.254874217
1,1.877388679
1,1.569587007
1,1.776610897
1,1.532180512
1,0.913642747
1,1.110618287
1,1.144367131
1,1.064485551
1,0.540895613
1,2.0700525
1,1.560783113
1,1.813972867
1,0.436221209
1,0.975011592
1,0.445060207
2,0.586778091
2,0.524275861
2,0.61320047
2,0.449737775
2,0.53349141
2,0.383943095
2,0.715039336
2,2.115067771
2,2.539307577
2,2.493854231
2,2.258152782
2,2.089630458
2,1.82090945
2,1.221621827
2,1.412691061
2,1.394922919
2,1.343061301
2,0.885043005
2,2.893636558
2,2.05331042
2,2.398599437
2,1.507065268
2,2.087105544
2,1.684298424
3,1.65405882
3,2.018226302
3,2.030445078
3,1.754209067
3,2.256017162
3,1.776308249
3,0.835429991
3,2.163602474
3,2.53651034
3,2.939230643
3,2.450657008
3,2.198888417
3,1.845016263
3,1.802998798
3,1.328898091
3,1.76578589
3,1.370515039
3,1.626046827
3,2.326082922
3,2.374973173
3,1.523913126
3,2.6899189
3,3.009792447
3,3.502414689
4,2.642083868
4,3.573380671
4,2.231701136
4,3.253455905
4,2.453996771
4,2.990372972
4,1.194205018
4,2.359567473
4,2.211494435
4,2.546729914
4,2.401200115
4,2.391251897
4,1.708857803
4,2.060437709
4,1.341865139
4,1.71654771
4,1.143322187
4,1.490435931
4,1.587796869
4,2.560852995
4,3.185067206
4,2.976698345
4,2.2936481
4,3.221741035
5,2.678406307
5,3.923244683
5,2.502929826
5,3.68972608
5,2.840549198
5,3.785817439
5,2.235340136
5,2.783447487
5,3.167407991
5,3.178154543
5,3.236559304
5,3.845425307
5,3.472332837
5,3.331945284
5,3.122567384
5,3.20178104
5,3.262837008
5,3.044482809
5,3.557381779
5,4.170873504
5,4.187993231
5,3.878048626
5,3.822536912
5,3.862239757
6,3.398538745
6,2.943062275
6,3.275185403
6,2.575691228
6,3.548379948
6,2.774219815
6,2.256642528
6,2.980376972
6,2.820122284
6,2.363288852
6,2.922011048
6,3.133657725
6,3.342213919
6,2.849811336
6,2.63993901
6,2.505120876
6,2.828332139
6,2.553575572
6,3.290633576
6,4.129973627
6,4.477331416
6,3.818789198
6,3.290084873
6,3.127020127
7,3.362961761
7,3.236778395
7,2.858022015
7,2.853987806
7,2.756015565
7,2.571868681
7,2.953285341
7,2.66235556
7,3.076971898
7,2.949985744
7,2.926796064
7,2.650552141
7,2.842983342
7,3.057894985
7,2.808407668
7,2.784280991
7,2.773625082
7,2.878018209
7,3.252904277
7,2.476832197
7,3.906518949
7,3.32677656
7,4.229379448
7,3.703203338
8,2.480945438
8,4.942071291
8,4.663926713
8,4.075749945
8,6.676382528
8,3.575040485
8,3.177264291
8,3.77128365
8,3.19150509
8,3.783492596
8,3.717831034
8,3.897277492
8,3.712854367
8,3.345507038
8,3.230369354
8,3.139730541
8,3.121836671
8,2.885782874
8,3.768057211
8,4.208867795
8,3.922677518
8,4.306728817
8,4.630672039
8,5.017208765
9,4.789681584
9,4.559345576
9,5.125920521
9,4.190239657
9,4.564833623
9,4.682998784
9,3.226780357
9,3.143174733
9,3.153710823
9,3.909547741
9,3.95617189
9,4.065635451
9,3.458544199
9,3.521299353
9,3.115025246
9,3.287588539
9,3.221813045
9,3.075585404
9,4.688817084
9,4.705616279
9,5.94214209
9,5.370874433
9,5.782016977
9,5.432159289
10,6.702157852
10,7.270927357
10,6.584941486
10,6.910257791
10,6.377058185
10,6.879613669
10,4.148107133
10,5.038573853
10,4.668581358
10,4.728546564
10,4.432345601
10,4.7579889
10,4.168221571
10,4.027085746
10,3.845528101
10,3.939294564
10,4.106026861
10,3.792773185
10,5.023753864
10,5.814930002
10,5.900135485
10,4.978862883
10,5.087023109
10,5.002696873
11,7.012723903
11,7.754538059
11,7.31431598
11,8.034363541
11,7.848412271
11,7.814410028
11,5.100878852
11,5.496891079
11,5.544669728
11,5.310314461
11,5.634462589
11,5.540384667
11,4.987214531
11,5.17405485
11,4.880348405
11,5.107216491
11,5.195705278
11,5.176383812
11,6.71251777
11,6.801175793
11,6.652528715
11,7.133807079
11,6.559242315
11,6.893782369
12,9.856143188
12,9.864329412
12,10.05202398
12,9.687257527
12,10.09889121
12,9.59478541
12,7.105301834
12,7.589319424
12,6.75785539
12,6.86164186
12,6.435071657
12,6.975006758
12,6.280583689
12,6.709611335
12,6.074758198
12,6.671272823
12,6.538616104
12,6.872964748
12,9.237546741
12,8.893181216
12,8.198808502
12,8.2046374
12,7.972118971
12,8.274867336
13,11.42526813
13,11.45527111
13,11.22663747
13,11.04666754
13,11.03277755
13,10.75650012
13,5.826778604
13,6.941672093
13,7.303556449
13,6.745409328
13,6.884489571
13,6.97796853
13,6.659210376
13,7.767320981
13,8.206513013
13,7.789906647
13,8.164436966
13,8.351430918
13,8.155573128
13,9.806824987
13,9.485673167
13,9.369627419
13,9.101422025
13,9.504382116
14,12.42039449
14,12.73393963
14,12.87201795
14,12.6971993
14,12.71497329
14,12.46481328
14,6.019636655
14,6.435174241
14,6.13413685
14,7.364853784
14,9.001411718
14,6.035716836
14,6.488997073
14,6.541733299
14,7.837473321
14,8.218359228
14,9.036320388
14,9.404213603
14,13.89477893
14,14.86977258
14,14.12412627
14,14.23301229
14,13.90516663
14,14.16446828
15,14.62927046
15,14.63704187
15,14.61582389
15,14.824926
15,14.81539594
15,14.23344362
15,8.5344196
15,7.684947649
15,8.473935448
15,8.090421473
15,8.377739927
15,8.423353917
15,8.136133535
15,9.194006019
15,9.962067423
15,10.40124415
15,10.82855009
15,10.55524971
15,14.34210421
15,15.69900489
15,15.25420943
15,15.00593878
15,15.17554611
15,14.86027475
16,19.5190361
16,19.60864726
16,19.07410883
16,19.87162661
16,19.24136137
16,20.27585335
16,10.5018214
16,9.982744264
16,10.14289348
16,9.001140166
16,9.171570662
16,9.215421936
16,8.9597409
16,9.930018646
16,10.81633969
16,11.19125795
16,11.68903313
16,11.34700116
