DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case,6time,diff_temp,dark,water,내부온도관측치1,내부습도관측치1,co2관측치1,ec관측치1,시간당분무량1,일간누적분무량1,시간당백색광량1,일간누적백색광량1,시간당적색광량1,일간누적적색광량1,시간당청색광량1,일간누적청색광량1,시간당총광량1,일간누적총광량1,내부온도관측치3,내부습도관측치3,co2관측치3,ec관측치3,시간당분무량3,일간누적분무량3,시간당백색광량3,일간누적백색광량3,시간당적색광량3,일간누적적색광량3,시간당청색광량3,일간누적청색광량3,시간당총광량3,일간누적총광량3,내부온도관측치std,내부습도관측치std,co2관측치std,ec관측치std,시간당분무량std,일간누적분무량std,시간당백색광량std,일간누적백색광량std,시간당적색광량std,일간누적적색광량std,시간당청색광량std,일간누적청색광량std,시간당총광량std,일간누적총광량std
10,11.5,25.614413196666664,78.56938231333334,724.693128675,1.4306017534166668,171.6425,4119.42,10648.860833333332,255572.66,569.5269999999999,13668.648,0.0,0.0,11218.387833333334,269241.308,6.233782216074059,1.0,2.4583333333333335,1.1366664900000032,9,19,25.3583332375,75.72166691,550.8916667,1.428275911,124.39250000000004,4119.42,0.0,255572.66,0.0,13668.648,0.0,0.0,0.0,269241.308,25.7466666575,81.962083025,856.033333325,1.43287380675,252.0,4119.42,18255.19,255572.66,976.3320000000004,13668.648,0.0,0.0,19231.522,269241.308,0.3724054659368957,3.299726925873525,175.07701262413775,0.0036548699762593,102.95473088143918,4119.42,9116.662959044645,255572.66,487.58132783772606,13668.648,0.0,0.0,9604.244286882373,269241.308
11,11.5,25.653119085,78.74524653833333,610.0994971208333,1.431732367375,164.51708333333332,3948.41,10645.508891666666,255492.2134,569.18225,13660.374,0.0,0.0,11214.691141666668,269152.5874,7.774750539961931,1.0,2.4583333333333335,1.2816671,9,18,25.35416656,76.2133326825,561.875000025,1.42998223225,94.5,3948.41,0.0,255492.2134,0.0,13660.374,0.0,0.0,0.0,269152.5874,25.7804167375,82.10314665749999,656.387500025,1.43384988575,252.0,3948.41,18255.19,255492.2134,976.3320000000004,13660.374,0.0,0.0,19231.522,269152.5874,0.3666197654500998,2.929446499299649,51.99756820627574,0.0029989569956921,107.09305804965857,3948.41,9139.080584255986,255492.2134,488.65036591084674,13660.374,0.0,0.0,9627.730328383732,269152.5874
12,11.5,25.389280895833334,79.10070132,568.4749529125,1.4407330055833334,165.58875,3974.13,10649.892199999998,255597.4128,569.4580500000001,13666.9932,0.0,0.0,11219.350250000001,269264.406,9.44717552517705,1.0,2.4583333333333335,0.9166670500000009,9,19,25.226666557500003,76.6608325325,562.525,1.434748884,119.56999999999998,3974.13,0.0,255597.4128,0.0,13666.9932,0.0,0.0,0.0,269264.406,25.451666662500003,82.41846047249999,575.6958333,1.44520693325,252.0,3974.13,18255.19,255597.4128,976.332,13666.9932,0.0,0.0,19231.522,269264.406,0.2435998262289581,2.945382610674163,11.546059764334291,0.0067727816569053,101.89583023906668,3974.13,9092.80335954635,255597.4128,486.2057694207338,13666.9932,0.0,0.0,9579.008777830217,269264.406
13,11.5,25.749999884583332,79.42173618666666,530.9451388875,1.4390336327083333,160.23041666666668,3845.5300000000007,10658.143133333333,255795.43519999998,569.2512,13662.0288,0.0,0.0,11227.394333333337,269457.46400000004,11.2070198973396,1.0,2.4583333333333335,1.3850002900000007,9,19,25.250416635,77.40541769500001,506.0,1.4300996485,124.3925,3845.5300000000007,0.0,255795.4352,0.0,13662.0288,0.0,0.0,0.0,269457.46400000004,26.361666135,82.332916955,555.65833335,1.44533170575,245.57000000000005,3845.5300000000007,18255.19,255795.4352,976.3320000000004,13662.0288,0.0,0.0,19231.522,269457.46400000004,0.5354703070434218,2.552985913052698,31.423294563011904,0.0092357182817633,97.63817275061898,3845.5300000000007,9100.242972689775,255795.4352,487.3967716591663,13662.0288,0.0,0.0,9587.629043671472,269457.46400000004
14,11.5,25.576180522083334,80.00590283041667,515.6972222333333,1.4408799994166666,167.89166666666668,4029.4,10648.34515,255560.2836,570.14755,13683.5412,0.0,0.0,11218.4927,269243.8248,14.3993257739001,1.0,2.4583333333333335,1.1433327999999996,9,19,25.30083329,77.9091671275,491.5,1.43808812825,124.3925,4029.4,0.0,255560.2836,0.0,13683.5412,0.0,0.0,0.0,269243.8248,25.6833334075,82.2675000525,547.774999975,1.44592617925,252.0,4029.4,18255.19,255560.2836,976.3320000000004,13683.5412,0.0,0.0,19231.522,269243.8248,0.3755525536972268,2.606731934053593,31.143160419254244,0.0053798178571377,100.69422666696424,4029.4,9116.725706416712,255560.2836,486.7971891050898,13683.5412,0.0,0.0,9603.512293993504,269243.8248
15,11.5,25.395802665,80.69034723666667,605.6659722166667,1.45043597825,167.89166666666668,4029.4000000000005,10638.547166666665,255325.132,569.2512,13662.0288,0.0,0.0,11207.798366666668,268987.1608,17.792803392748,1.0,2.4583333333333335,0.5766664499999976,9,19,25.258982975,78.6099999075,586.1333333,1.4485131545,124.3925,4029.400000000001,0.0,255325.132,0.0,13662.0288,0.0,0.0,0.0,268987.1608,25.5016666,83.3770829225,618.27916665,1.4539696955,252.0,4029.400000000001,18255.19,255325.132,976.3320000000004,13662.0288,0.0,0.0,19231.522,268987.1608,0.1544265528327986,2.45879236991282,35.77634784302105,0.0054495677034544,100.65851611595846,4029.400000000001,9110.773208214876,255325.132,487.600943508992,13662.0288,0.0,0.0,9598.371459854714,268987.1608
16,11.5,25.375265862916667,80.90430439666666,619.3571798500001,1.442871380625,166.12458333333333,3986.99,10643.317237499998,255439.6137,569.04435,13657.0644,0.0,0.0,11212.361587499998,269096.67809999996,21.6577637240387,1.0,2.4583333333333335,0.8283330600000021,9,18,25.20201263,79.09416644000001,587.57224575,1.438506443,89.6774999999998,3986.99,0.0,255439.6137,0.0,13657.0644,0.0,0.0,0.0,269096.6781,25.44874977,83.242076545,649.8083333000001,1.4486269105,252.0,3986.99,18255.19,255439.6137,976.3320000000004,13657.0644,0.0,0.0,19231.522,269096.6781,0.2195945757730168,2.174414506153863,58.843435161924646,0.0061887518949866,108.23639221545976,3986.99,9147.669494856767,255439.6137,489.456139747836,13657.0644,0.0,0.0,9637.12487317972,269096.6781
17,11.5,25.48069450708333,81.61062497583333,555.3520833375,1.4334425572916667,167.19625,4012.71,10646.024574999998,255504.5898,569.9407,13678.5768,0.0,0.0,11215.965275,269183.1666,26.520552831132004,1.0,2.4583333333333335,0.7249998099999999,9,19,25.2537499075,79.93166704000001,514.879166675,1.4300959795,126.0,4012.71,0.0,255504.5898,0.0,13678.5768,0.0,0.0,0.0,269183.1666,25.6445837225,83.84625034000001,588.3333333,1.43816154725,252.0,4012.71,18255.19,255504.5898,976.3320000000004,13678.5768,0.0,0.0,19231.522,269183.1666,0.2254014263288631,1.972627769460004,40.82417000889902,0.0045640470383345,102.21456765964342,4012.71,9144.541650995265,255504.5898,488.4284577143167,13678.5768,0.0,0.0,9632.963065364282,269183.1666
18,11.5,25.44242810791667,82.03580867000001,640.8838629875,1.4267247989166665,165.32083333333333,3967.7,10648.860833333332,255572.66,568.148,13635.552,0.0,0.0,11217.008833333333,269208.21200000006,32.5334545268946,1.0,2.4583333333333335,0.7666662500000001,9,19,25.2079165025,80.36583404250001,582.52083335,1.41971500175,126.0,3967.7,0.0,255572.66,0.0,13635.552,0.0,0.0,0.0,269208.21200000006,25.6475003075,84.13913827249999,699.2791667,1.43391184525,247.17750000000007,3967.7,18255.19,255572.66,976.3320000000004,13635.552,0.0,0.0,19231.522,269208.21200000006,0.2430676522209068,1.945462468570236,107.32443306981152,0.0082223471249633,100.69358120023112,3967.7,9116.20638015088,255572.66,487.79494151289146,13635.552,0.0,0.0,9603.980129127787,269208.21200000006
19,11.5,27.737253183333333,82.63908998458334,594.4152059375,1.429829647,166.66041666666666,3999.85,10635.968749999998,255263.24999999997,568.8375000000001,13652.1,0.0,0.0,11204.80625,268915.35,39.5417147187192,1.0,2.4583333333333335,5.201666100000001,9,19,25.43499992,81.9675000175,570.5583333,1.423274411,126.0,3999.85,0.0,255263.25,0.0,13652.1,0.0,0.0,0.0,268915.35,29.482499935,83.7499999,620.441666675,1.433570503,252.0,3999.85,18255.19,255263.25,976.3320000000004,13652.1,0.0,0.0,19231.522,268915.35,1.9898404072697369,1.147784591845152,40.1216487056086,0.0092804640145242,101.76581319186444,3999.85,9131.669774876076,255263.25,488.3839288796399,13652.1,0.0,0.0,9620.05370375572,268915.35
20,11.5,28.121805597916666,82.17861113041667,531.35,1.4331869027916666,171.10666666666668,4106.560000000001,10623.076666666666,254953.83999999997,568.8375000000001,13652.1,0.0,0.0,11191.914166666667,268605.94,47.5384800692857,1.0,2.4583333333333335,2.9916667299999986,9,19,26.8570828375,81.67875064500001,504.9416667,1.43098397675,119.57000000000046,4106.560000000001,0.0,254953.84,0.0,13652.1,0.0,0.0,0.0,268605.94,29.1358336975,82.777499705,557.399999975,1.433864543,252.0,4106.560000000001,18255.19,254953.84,976.3320000000004,13652.1,0.0,0.0,19231.522,268605.94,1.2156361277388237,0.6260325857643722,33.39729913537298,0.0038540159850529,102.87644047981588,4106.560000000001,9146.63300792424,254953.84,488.3839288796399,13652.1,0.0,0.0,9635.006487228284,268605.94
21,11.5,27.933872064166668,82.20505994125,519.5319204875,1.451820201625,166.12458333333333,3986.99,10648.860833333332,255572.65999999997,569.527,13668.648,0.0,0.0,11218.387833333334,269241.308,55.840647911231294,1.0,2.4583333333333335,2.77666769,9,18,26.5941670275,81.725833225,489.112499975,1.445559247,89.6774999999998,3986.99,0.0,255572.66,0.0,13668.648,0.0,0.0,0.0,269241.308,28.9533331525,82.8004165025,549.695402275,1.4562484415,252.0,3986.99,18255.19,255572.66,976.3320000000004,13668.648,0.0,0.0,19231.522,269241.308,1.1964625826299515,0.6836401469060739,34.649199176903224,0.0076848696656613,108.2363922154598,3986.99,9117.11951507326,255572.66,487.6057455655356,13668.648,0.0,0.0,9604.725260638796,269241.308
22,11.5,27.518867271666664,83.03627402458334,560.3115900375,1.4907377874583334,168.15958333333333,4035.83,10626.428608333332,255034.2866,568.9754,13655.4096,0.0,0.0,11195.404008333333,268689.6962,65.4975146664984,1.0,2.4583333333333335,3.0066667000000002,9,19,26.13375034,82.6416666675,543.562499975,1.4773994275,113.14,4035.83,0.0,255034.2866,0.0,13655.4096,0.0,0.0,0.0,268689.6962,28.5379168075,83.56749998999999,571.241666675,1.50500500625,252.0,4035.83,18255.19,255034.2866,976.3320000000004,13655.4096,0.0,0.0,19231.522,268689.6962,1.2223168308307528,0.5723091735684305,33.0090413434612,0.015523242791298,103.43696923328076,4035.83,9098.910643052848,255034.2866,485.8455126900499,13655.4096,0.0,0.0,9584.74553174297,268689.6962
23,11.5,27.37263152,83.49332957375,536.2312499999999,1.5491480184166668,159.26708333333332,3822.41,10656.982845833332,255767.5883,569.32015,13663.6836,0.0,0.0,11226.302995833334,269431.2719,74.6938345249564,1.0,2.4583333333333335,3.234999369999997,9,19,25.9158330075,83.045416455,528.525000025,1.53669107425,119.57,3822.41,0.0,255767.5883,0.0,13663.6836,0.0,0.0,0.0,269431.2719,28.637917045,83.8528511075,551.3791666999999,1.5610455115,252.0,3822.41,18255.19,255767.5883,976.332,13663.6836,0.0,0.0,19231.522,269431.2719,1.287850212781553,0.5124697505450042,26.20870080410938,0.0176479973038487,99.5345531648778,3822.41,9114.900292713925,255767.5883,487.967183319888,13663.6836,0.0,0.0,9602.86122267838,269431.2719
24,11.5,27.394951581249998,83.56071084375,547.3877707125,1.6157981021249999,165.32083333333333,3967.7,10623.076666666666,254953.84,568.148,13635.552,0.0,0.0,11191.224666666669,268589.392,81.5419579524476,1.0,2.4583333333333335,3.2566657700000015,9,19,26.0062500225,83.1816665325,537.654166675,1.602129192,126.0,3967.7,0.0,254953.84,0.0,13635.552,0.0,0.0,0.0,268589.392,28.46499987,83.9386294975,572.6916667,1.625746018,252.0,3967.7,18255.19,254953.84,976.3320000000004,13635.552,0.0,0.0,19231.522,268589.392,1.2589615370759055,0.5625789285205929,30.830748467807258,0.0211894155336815,100.99661302614868,3967.7,9122.026049225296,254953.84,487.86815895601393,13635.552,0.0,0.0,9609.894208181311,268589.392
25,11.5,27.544815477916668,82.78779457,611.4630747166667,1.5451310509166667,163.98125000000002,3935.55,10654.53335,255708.8004,569.6649000000001,13671.9576,0.0,0.0,11224.198250000001,269380.75800000003,82.8472745459845,1.0,2.4583333333333335,3.5416666300000017,9,18,26.28666633,82.526249855,566.62083335,1.3888227347500002,89.6775,3935.55,0.0,255708.8004,0.0,13671.9576,0.0,0.0,0.0,269380.75800000003,28.8654161575,83.14291642250001,597.666666675,1.68266353475,252.0,3935.55,18255.19,255708.8004,976.3320000000004,13671.9576,0.0,0.0,19231.522,269380.75800000003,1.3148671597973722,0.4813582761160586,90.43791956276483,0.175359607727663,106.96375645059284,3935.55,9121.496468406223,255708.8004,487.7116026223017,13671.9576,0.0,0.0,9609.207447625426,269380.75800000003
26,11.5,28.0347387475,82.37127354083334,805.3798258208334,0.5581212225,171.10666666666668,4106.56,10642.543712499999,255421.0491,569.04435,13657.0644,0.0,0.0,11211.588062499999,269078.1135,82.4824831050573,1.0,2.4583333333333335,3.9833332699999993,9,19,26.8966667475,81.974166775,667.7666667,0.13539988975,126.0,4106.56,0.0,255421.0491,0.0,13657.0644,0.0,0.0,0.0,269078.1135,28.971249890000003,82.98208329250001,997.9166667,0.973878004,251.99999999999991,4106.56,18255.19,255421.0491,976.3320000000004,13657.0644,0.0,0.0,19231.522,269078.1135,1.34972835931373,0.7131871458379794,171.72461249007674,0.4420765390140189,102.22451542376314,4106.56,9111.20498550184,255421.0491,487.1764613834197,13657.0644,0.0,0.0,9598.380969219874,269078.1135
27,11.5,28.921944273333335,82.70895832875,573.5055555541667,3.3763499999999996e-05,162.10583333333332,3890.54,10635.968749999998,255263.24999999997,568.8375000000001,13652.1,0.0,0.0,11204.80625,268915.35,82.2516268247695,1.0,2.4583333333333335,4.125000349999997,9,18,27.6558329725,82.4483334825,505.8125,0.0,89.6775,3890.54,0.0,255263.25,0.0,13652.1,0.0,0.0,0.0,268915.35,30.12666682,82.9012498825,608.737500025,0.0,252.0,3890.54,18255.19,255263.25,976.3320000000004,13652.1,0.0,0.0,19231.522,268915.35,1.469126348534692,0.3271587896307005,92.72820064439868,0.0001654066938609,106.688760661324,3890.54,9131.669774876076,255263.25,488.3839288796399,13652.1,0.0,0.0,9620.05370375572,268915.35
0,11.5,25.321805466545914,52.52496667501736,671.7423611111109,2.940818079809342,92.55,2221.2,0.0,0.0,2433.1076,58394.5824,2303.2771666666667,55278.652,4736.384766666667,113673.2344,1.05117766026507,2.0,2.4583333333333335,7.323333263397199,24,24,23.21416633129115,45.190000057220445,626.7458333333333,2.9069845865170074,61.69999999999997,2221.2,0.0,0.0,0.0,58394.5824,0.0,55278.652,0.0,113673.2344,27.60124994913735,60.74916672706596,673.2249999999995,2.9725767185290626,123.4,2221.2,0.0,0.0,4881.66,58394.5824,4621.174999999999,55278.652,9502.834999999994,113673.2344,2.46351254021304,8.24915007702903,80.62528747342928,0.0453989021243324,31.51351676868888,2221.2,0.0,0.0,2336.625326942051,58394.5824,2211.9431802361146,55278.652,4548.568507178165,113673.2344
1,11.5,23.349791551563516,49.666147392331446,617.6694444444441,3.040906635709872,92.55,2221.2,0.0,0.0,2429.86695,58316.8068,2300.2094375,55205.0265,4730.0763875,113521.8333,1.2204517207189,2.0,2.4583333333333335,6.0613333257071,24,24,20.84999990463253,40.90131653276905,607.6333333333332,3.018649741709235,61.69999999999997,2221.2,0.0,0.0,0.0,58316.8068,0.0,55205.0265,0.0,113521.8333,25.934999891125024,61.28429150263928,627.3624999999997,3.078143304983775,123.4,2221.2,0.0,0.0,4881.659999999998,58316.8068,4621.174999999999,55205.0265,9502.834999999994,113521.8333,2.55512738989837,10.757943057292964,10.660014532019456,0.0532820229229306,31.51351676868888,2221.2,0.0,0.0,2328.821153265585,58316.8068,2204.555436663367,55205.0265,4533.376589928951,113521.8333
2,11.5,21.123480066060434,41.453823150306846,617.7569444444441,3.0780407258315905,92.55,2221.2,0.0,0.0,2433.45235,58402.8564,2303.6035208333333,55286.4845,4737.055870833333,113689.3409,1.33302399866082,2.0,2.4583333333333335,13.161166731532,24,24,19.846208270386924,33.434140956463274,605.1666666666663,3.077477621038748,61.69999999999997,2221.2,0.0,0.0,0.0,58402.8564,0.0,55286.4845,0.0,113689.3409,24.600416604677772,53.3907230925603,635.2249999999995,3.1325057043988727,123.4,2221.2,0.0,0.0,4881.66,58402.8564,4621.174999999999,55286.4845,9502.835,113689.3409,3.773976495087077,13.75106693781328,15.000863032070017,0.1083240185287906,31.51351676868888,2221.2,0.0,0.0,2331.8581610119786,58402.8564,2207.4303899113274,55286.4845,4539.2885509233065,113689.3409
3,11.5,24.81868045859862,50.66045403431397,633.1541666666662,3.1402589754801054,92.55,2221.2,0.0,0.0,2433.03865,58392.9276,2303.2118958333335,55277.0855,4736.2505458333335,113670.01310000001,1.45350550780559,2.0,2.4583333333333335,5.755000336964901,24,24,22.578749942779524,41.97941425490688,617.6208333333327,3.12146222876816,61.69999999999997,2221.2,0.0,0.0,0.0,58392.9276,0.0,55277.0855,0.0,113670.0131,26.222083250681525,60.0891663392384,649.8333333333327,3.165908647576965,123.4,2221.2,0.0,0.0,4881.66,58392.9276,4621.174999999999,55277.0855,9502.835,113670.0131,1.9141976440758264,9.525859773531211,19.77684334287686,0.0244537625484272,31.51351676868888,2221.2,0.0,0.0,2332.2095900554264,58392.9276,2207.763066728201,55277.0855,4539.972656783626,113670.0131
4,11.5,25.969860887527414,55.91750003231795,664.4305555555553,3.1720481632484288,92.55,2221.2,0.0,0.0,2433.31445,58399.5468,2303.4729791666664,55283.3515,4736.787429166667,113682.89830000002,1.6126416503276897,2.0,2.4583333333333335,7.0883336385090985,24,24,23.371249914169223,47.313333511352525,629.0791666666663,3.141986849904057,61.69999999999997,2221.2,0.0,0.0,0.0,58399.5468,0.0,55283.3515,0.0,113682.89830000002,27.597499918937626,65.62083218892413,690.5375,3.1991911580165158,123.4,2221.2,0.0,0.0,4881.66,58399.5468,4621.174999999999,55283.3515,9502.835,113682.89830000002,2.2837751171606464,9.057514114551076,43.54624774227472,0.0339858142914281,31.51351676868888,2221.2,0.0,0.0,2336.6155597706365,58399.5468,2211.933934240212,55283.3515,4548.549494010847,113682.89830000002
