,DAT,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량,predicted_weight_g,Case
7,7,28.497916587193725,62.37458313306168,628.083333333333,3.3868515094121228,123.4,2221.2,0.0,0.0,4881.66,58389.618,4621.174999999999,55273.9525,9502.835,113663.5705,2.81616731358391,2.0
8,8,27.91333340803775,69.60833187103268,611.208333333333,3.45845778683821,123.4,2221.2,0.0,0.0,4881.66,58396.2372,4621.174999999999,55280.2185,9502.835,113676.4557,3.40202674906942,2.0
9,9,28.927499699592524,70.04166603088375,609.8708333333327,3.5350563029448123,123.4,2221.2,0.0,0.0,4881.66,58399.5468,4621.174999999999,55283.351500000004,9502.835,113682.89830000002,4.16890865555352,2.0
10,10,29.977083245913125,70.0404160499572,641.3541666666665,3.539632664124163,123.4,2221.2,0.0,0.0,4881.66,58391.2728,4621.174999999999,55275.519,9502.835,113666.7918,4.99559433892768,2.0
11,11,29.93833327293395,69.08666534423821,626.8166666666665,3.6153318931659024,123.4,2221.2,0.0,0.0,4881.66,58394.5824,4621.174999999999,55278.652,9502.835,113673.2344,5.81319419469111,2.0
12,12,28.3170832633972,70.16833343505857,647.0249999999997,3.7591316928466125,123.4,2221.2,0.0,0.0,4881.66,58401.2016,4621.174999999999,55284.918,9502.835,113686.1196,7.10629679332782,2.0
13,13,27.451666649182577,72.40416707992553,653.275,3.9183123240868203,123.4,2221.2,0.0,0.0,4881.66,58397.892,4621.174999999999,55281.785,9502.834999999992,113679.677,8.69622891141414,2.0
14,14,26.339583031336375,70.30000025431312,635.4333333333327,4.024534678459163,123.4,2221.2,0.0,0.0,4881.66,58397.892,4621.174999999999,55281.785,9502.835,113679.677,10.2161600725886,2.0
15,15,30.937249825797025,70.4283327102661,630.466666666666,4.054238138596212,123.4,2221.2,0.0,0.0,4881.66,58396.2372,4621.174999999999,55280.2185,9502.834999999994,113676.4557,12.4693941117117,2.0
16,16,30.895829778941675,73.7620832443237,617.5374999999997,4.260895184675849,123.4,2221.2,0.0,0.0,4881.66,58396.2372,4621.174999999999,55280.2185,9502.834999999994,113676.4557,14.8194184792331,2.0
17,17,26.3029167334238,77.98291645050048,630.6749999999997,4.67542694807052,123.4,2221.2,0.0,0.0,4881.66,58387.9632,4621.174999999999,55270.8195,9502.834999999994,113658.7827,17.9702846243061,2.0
18,18,28.1279165665308,78.7666677474975,643.3874999999998,4.8447636604309,123.4,2221.2,0.0,0.0,4881.659999999997,58404.5112,4621.174999999999,55289.6175,9502.834999999994,113694.1287,21.6575748738069,2.0
19,19,29.9100000381469,74.14249982833857,644.3833333333332,5.0272604465484605,123.4,2221.2,0.0,0.0,4881.66,58407.8208,4621.174999999999,55289.6175,9502.835,113697.43830000001,26.9089797439284,2.0
20,20,27.959999680519076,80.23249966303503,639.7749999999995,5.382125409444322,123.4,2221.2,0.0,0.0,4881.66,58402.8564,4621.174999999999,55286.4845,9502.834999999992,113689.3409,31.1026522411133,2.0
21,21,28.967083295186274,80.84499988555902,655.1791666666662,4.454660321076025,123.4,2221.2,0.0,0.0,4881.66,58401.2016,4621.174999999999,55284.918,9502.834999999994,113686.1196,33.1008214731279,2.0
22,22,29.94416673183435,80.86500167846673,655.8791666666663,2.31668953985026,123.4,2221.2,0.0,0.0,4881.659999999998,58386.3084,4621.174999999999,55272.386,9502.835,113658.69440000001,41.6172947490675,2.0
23,23,27.953333417574527,80.11916548411045,614.2916666666665,0.17323812020998275,123.4,2221.2,0.0,0.0,4881.66,58399.5468,4621.174999999999,55283.3515,9502.834999999994,113682.8983,48.8360817061528,2.0
24,24,26.274999872843352,80.16708297729488,624.8249999999995,0.0,123.4,2221.2,0.0,0.0,4881.659999999997,58406.166,4621.174999999999,55291.184,9502.835,113697.35,52.8017273817821,2.0
25,25,27.48958329359685,78.83916718165078,652.3166666666663,0.0,123.4,2221.2,0.0,0.0,4881.66,58379.6892,4621.174999999999,55264.5535,9502.834999999995,113644.2427,55.3739879880468,2.0
26,26,27.48958329359685,78.20500005086262,656.1124999999995,0.0,123.4,2221.2,0.0,0.0,4881.66,58379.6892,4621.174999999999,55264.5535,9502.834999999995,113644.2427,56.7719754505572,2.0
27,27,27.48958329359685,78.20500005086262,656.1124999999995,0.0,123.4,2221.2,0.0,0.0,4881.66,58379.6892,4621.174999999999,55264.5535,9502.834999999995,113644.2427,65.5053839144767,2.0
0,0,20.31249993642165,62.368750683466544,1195.68333333333,1.70804422448078,64.26500000000075,1281.47,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,0.685390812447863,3.0
1,1,20.31249993642165,62.368750683466544,1195.68333333333,1.70804422448078,64.26500000000075,1281.47,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,1.33735303881189,3.0
2,2,20.185908951903777,62.1616984122838,1012.81666666666,1.7272745844089574,61.700000000000045,1039.87,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,1.57835987639337,3.0
3,3,20.976758211785576,59.22210605626032,940.0441176470588,1.7482445420048325,61.69999999999902,431.9,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,1.85188256471435,3.0
4,4,18.833312177658026,57.39403751809945,612.2416834677415,1.765090284223805,61.699999999999925,617.0,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,1.96809572828989,3.0
5,5,18.876194710240625,56.42166173999955,466.884453781512,1.78417410286924,61.699999999999946,733.97,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,2.58613427102048,3.0
6,6,21.885648990015873,54.28574535466315,1036.4704545454524,1.7881124375594926,61.7,850.94,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,2.85568826365788,3.0
7,7,22.023749931653274,54.864076089859,988.316666666666,1.8071169040443524,61.700000000000045,1010.32,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,3.47504755541329,3.0
8,8,22.207916569709724,55.29249973297115,1095.46666666666,1.8240115488568849,61.700000000000045,1120.86,17046.170424999997,138943.6546,1363.141499999993,13961.5476,2448.4395,23420.7415,21884.353150000014,176325.9437,4.07519653207845,3.0
9,9,22.84416653315225,57.31750055948888,1090.2,1.8404836823542874,61.700000000000045,893.35,18255.189999999977,206494.0458,1366.0374000000006,17507.784,2840.4561249999997,29918.5835,22146.030425000004,253920.41330000001,4.46614321782041,3.0
10,10,23.491666563351902,58.85083392461139,1069.25,1.85848053147395,61.700000000000045,1084.88,18250.54885,206370.2818,1349.4893999999993,17522.6772,2839.2812500000073,29849.6575,22126.076750000007,253742.6165,5.03873507035506,3.0
11,11,23.759166550636227,56.8451695652331,672.2583333333328,1.87603166947762,61.700000000000045,1231.4,18255.189999999995,206713.72689999998,1368.1059000000002,17545.8444,2843.589125,29866.889,22151.231925000007,254126.4603,5.97483305759368,3.0
12,12,22.04874987602225,55.657499965031924,656.070833333333,1.88490925133228,61.700000000000045,1153.01,18255.18999999999,206803.4558,1366.0373999999997,17507.784,2845.54725,29921.7165,22154.017450000003,254232.9563,6.71782171357832,3.0
13,13,22.722083266576075,57.68458293279005,1165.2,1.9235400194923025,61.700000000000045,948.62,18245.907699999996,206447.6343,1364.7963,17502.8196,2839.28125,29870.022,22143.614450000005,253820.4759,7.56095171477643,3.0
14,14,24.324166560172976,61.44541649818415,1147.2,1.9435823599497424,61.70000000000027,1158.07,18248.228274999998,206425.9756,1360.2456,17517.7128,2840.456125,29838.692,22146.030425,253782.38040000002,8.65654294027983,3.0
15,15,24.127083237965827,58.488333368301376,781.3166666666665,1.9401287878553,61.7,890.75,18255.189999999995,206466.1989,1366.8647999999998,17497.8552,2842.4142499999753,29824.5935,22148.815949999975,253788.64759999997,10.1161795115087,3.0
16,16,24.382916633287998,59.540000104904124,1152.1374999999975,2.002747077743205,139.4749999999998,2906.75,18255.189999999995,206791.0794,1370.1743999999997,17519.367599999998,2839.672875,29929.549,22145.660875,254239.99599999998,11.3346863484218,3.0
17,17,21.323749947547874,64.77916739781692,759.425,2.02394755582014,252.95750000000493,4782.66,18255.18999999999,206679.6918,1362.3140999999998,17496.2004,2843.1975,29888.82,22152.908800000005,254064.7122,13.1630873509911,3.0
18,18,19.296279040047125,65.03212072199037,430.8374999999995,2.07935788005592,252.0,4773.76999999999,18255.189999999988,206787.9853,1368.1058999999996,17506.1292,2842.4142500000003,29879.421,22148.81595,254173.5355,14.3707268928921,3.0
19,19,19.0547500753399,65.34375133514402,408.84999999999974,2.1142859564224725,275.1200000000001,4953.66999999999,18243.587125,206419.7874,1373.0702999999999,17497.8552,2842.4142500000003,29852.7905,22148.815949999997,253770.4331,15.7873016268232,3.0
20,20,19.1320832888285,65.98525041580335,401.1359649122802,2.1488841036955453,247.17750000000729,4135.96999999999,18255.189999999995,206067.05999999997,1355.2812000000004,17473.0332,2845.1556250000003,29777.5985,22117.33139999999,253317.6917,17.8398731788375,3.0
21,21,19.124166822433402,66.62583179473873,402.0416666666663,2.1854985584815276,245.57000000000005,4492.22,18255.189999999988,206769.4207,1366.8648000000003,17530.9512,2879.2270000000003,29874.7215,22395.849200000015,254175.0934,20.2461426332906,3.0
22,22,19.115833258628776,66.9199816918713,508.8624999999997,2.2262331028779325,298.2399999999933,5293.09,18255.18999999999,206741.5738,1359.8318999999997,17494.5456,2844.3723750000004,29876.288,22154.497375000003,254112.40740000003,23.0647931967451,3.0
23,23,21.688333320617602,67.04758344016345,882.0725000000242,2.26821748912334,245.57000000000255,4321.21,18250.54885,206654.939,1352.799,17511.0936,2840.456124999975,29907.618,22126.882075000016,254073.65059999996,26.89254392547705,3.0
24,24,21.46291655699405,68.56650900018623,788.945833333333,2.3236911495526575,252.00000000000244,4287.69,18255.189999999977,206416.6933,1369.3470000000007,17509.4388,2837.71475,29902.9185,22141.634250000006,253829.05060000002,30.720294654209,3.0
25,25,19.098749891916874,69.86473030644505,490.966666666666,2.38578862547874,252.0,4667.06,18245.907699999996,206413.5992,1366.0374,17525.9868,2838.1063750000003,29848.091000000004,22142.439575000004,253787.67700000003,35.2716306152083,3.0
26,26,20.41874993642165,71.06549942006819,541.3708333333329,2.4404582907756125,251.9999999999933,4634.91,18255.189999999995,206753.9502,1366.8647999999998,17554.1184,2842.414250000007,29907.618,22148.81595,254215.6866,39.8473296002481,3.0
27,27,23.8512500047683,71.9662501653035,1171.20833333308,2.4910869419574677,252.0,4904.83,18245.9077,206757.0443,1379.2758000000008,17554.1184,2838.1063750000003,29906.0515,22163.285299999992,254217.21420000002,44.3248908853415,3.0
0,0,20.168333196639978,58.637500015894545,595.3374999999995,1.5198595692714,192.25,7079.15,18245.907699999996,193591.6488,1203.4533,16342.8048,2415.9346250000026,27463.878,21813.212550000004,237398.3316,1.65691746966644,4.0
1,1,25.638541527589076,63.18216642698582,619.9125,1.5363154112968476,1414.2224999999994,22261.05,18255.189999999995,206757.0443,1368.1058999999996,17542.5348,2842.4142500000003,29877.8545,22148.81595,254177.4336,1.92378117879009,4.0
2,2,25.361041609461726,63.704166396458874,571.3249999999999,1.538486946968445,1282.4074999999978,21203.9299999999,18255.18999999999,206784.8912,1368.5195999999996,17509.4388,2843.98075,29924.8495,22152.037250000005,254219.17950000003,2.32279267026188,4.0
3,3,25.404166563351875,64.7154152870178,557.3791666666663,1.547113912504115,1211.6774999999998,19731.46,18255.189999999988,206744.66789999997,1358.5907999999993,17522.6772,2840.4561249999997,29912.3175,22146.030424999994,254179.6626,2.78164394561272,4.0
4,4,25.97749992211655,66.2616659800211,535.4333333333327,1.5500170865622125,1489.7749999999999,20573.93,18255.18999999999,206744.6679,1361.0729999999996,17539.2252,2842.41425,29899.7854999999,22148.81595,254183.6785999999,3.68051392130197,4.0
5,5,26.34541661739345,70.44458287556962,544.875,1.548482465793685,1435.1200000000072,22749.73,18255.189999999995,206760.1384,1366.8647999999991,17502.8196,2843.5891250000004,29877.8545,22151.231924999996,254140.8125,5.16724788765544,4.0
6,6,25.322499910990373,70.14708382288615,555.4458333333332,1.5704865970265924,1345.0999999999249,21315.8399999999,18255.189999999988,206794.17349999998,1370.1743999999997,17517.7128,2838.1063750000003,29924.8495,22142.439575000004,254236.73580000002,6.22172344734395,4.0
7,7,25.354583207766176,70.84159096275992,564.8958333333327,1.593327111935215,1343.4924999999998,19925.73,18255.18999999999,206651.8449,1366.0373999999997,17535.9156,2838.889625,29888.82,22142.809124999996,254076.5805,7.52757507813099,4.0
8,8,25.234583123524924,68.90937129633083,572.6666666666663,1.604619319446935,1242.2199999999993,19280.1299999999,18248.228274999998,205531.7807,1301.5002000000004,17444.9016,2828.3157499999934,29669.51,21791.4844,252646.19230000002,8.9466006078713,4.0
9,9,25.229166603088352,68.6381249427795,568.6624999999995,1.6154106898894875,1501.0275000000001,23064.8,18255.189999999988,206800.3617,1367.6922,17521.0224,2843.1975,29915.4505,22152.908800000005,254236.83460000003,10.5909912289216,4.0
10,10,26.24063743309685,66.42029182117349,555.6541666666662,1.62387996334622,1300.09,18297.71,17058.546825000005,184829.1576,1367.2785000000003,16336.1856,2463.712875000001,27841.4045,21903.62117500003,229006.7477,12.1994933589421,4.0
11,11,25.287806884866,67.42124980290727,555.4208333333327,1.6361753399173375,1158.6299999999926,15778.52,18255.189999999995,206559.02189999996,1351.5578999999996,17504.4744,2842.4142499999753,29877.8545,22148.815949999975,253941.35080000001,14.2759933752116,4.0
12,12,25.316636293586726,66.25244814791903,568.8999999999995,1.649112098415685,1439.9424999999992,21539.66,17869.97455,193752.542,1182.7683000000004,16395.7584,2339.959374999974,27514.006000000005,21549.3969,237662.30639999997,17.1607859821039,4.0
13,13,25.38374981880185,68.93041741053256,577.5041666666665,1.668506710404295,1211.6774999999973,18913.6199999999,17844.448225,201150.5351,1255.9932000000001,17062.6428,2728.451375,28862.7625,21542.93007500001,247075.94040000002,22.0659473422598,4.0
14,14,25.330833228429075,70.52500001918523,597.7833333333327,1.6659026071429175,1171.4899999999998,17616.1299999999,18255.18999999999,206800.3617,1361.9004000000004,17491.235999999997,2845.54725,29890.3865,22154.017450000003,254181.9842,26.8157692812064,4.0
15,15,25.56333329677575,71.18250004450475,558.945833333333,1.6666741207097675,1467.27,21794.26,18245.907699999996,206107.2833,1364.3826,17469.7236,2804.035,29808.9284999999,21890.340049999995,253385.93539999993,32.842703098219,4.0
16,16,25.479583247502575,72.29374977747592,543.1625,1.646555371157995,1428.690000000001,21864.9899999999,18255.189999999995,206766.3266,1364.7963000000002,17539.2252,2840.84775,29896.6525,22146.835750000002,254202.2043,37.7945396906408,4.0
17,17,25.871249914169276,72.10458332697546,585.6958333333328,1.63224933693806,1320.9875,21165.350000000002,18255.189999999995,206766.3266,1366.0373999999997,17477.9976,2843.5891250000004,29884.1205,22151.231924999993,254128.4447,42.3640259928777,4.0
18,18,25.730416520436577,72.70583321253457,572.9166666666665,1.5446506996949423,1198.8174999999783,18649.99,18255.189999999995,206750.8561,1361.4867,17519.3676,2840.4561249999997,29918.5835,22146.030425000004,254188.8072,51.5324531988001,4.0
19,19,25.584166638056352,74.51624956130979,568.3083333333327,1.5039342944726326,1280.7999999999256,20846.45,18255.189999999995,206698.2564,1366.0374,17559.0828,2839.28125,29918.5835,22143.614449999994,254175.92270000002,59.3210078462255,4.0
20,20,25.485833239555326,73.7124996185302,598.2375000000001,1.430168415606015,1197.2099999999255,18800.4799999999,18255.189999999995,206719.9151,1366.0374000000006,17540.88,2843.1975,29860.623,22150.42659999999,254121.4181,72.0902507975086,4.0
21,21,25.350416624547947,74.43458340962724,589.2874999999995,1.3815778722365626,1198.8174999999992,19078.1999999999,18255.18999999999,206806.5499,1363.1415000000002,17507.784,2845.1556250000003,29874.7215,22153.212125000005,254189.0554,79.7703045327736,4.0
22,22,25.24099990367775,75.61323901623615,692.229166666666,1.3128636598587,1168.275000000001,17692.06,18255.189999999995,206803.4558,1366.4510999999998,17514.4032,2838.889625,29913.884,22142.809124999992,254231.74300000002,85.1954991788455,4.0
23,23,25.249374822775476,78.22624121842118,618.0374999999996,1.2434803061682225,1436.7274999999752,23419.6799999999,18250.548849999996,206128.942,1359.8319,17479.6524,2840.8477499999753,29779.165,22146.83574999997,253387.7594,95.5441185402811,4.0
24,24,25.080624894295227,76.32541672388707,583.5666666666665,1.1767070272564475,1337.0624999999995,21322.27,18255.18999999999,206512.6104,1368.1058999999998,17497.8552,2842.4142500000003,29866.889000000003,22148.81595,253877.3546,106.873697559319,4.0
25,25,25.220833265774573,76.15374995867406,631.6666666666663,1.1308340841217925,1288.8374999999996,20728.1099999999,18255.189999999988,206837.4909,1368.9332999999997,17535.9156,2838.4980000000064,29935.814999999995,22143.24490000002,254309.2215,115.539523920872,4.0
26,26,25.282083316640097,76.7145863456204,629.8791666666665,1.1201780755077175,1222.9300000000003,19866.4899999999,18250.54885,206750.8561,1342.8702000000003,17511.0936,2839.28125,29920.150000000005,22126.882075,254182.0997,123.224553151068,4.0
27,27,25.635416563351924,77.06874995231425,593.5833333333333,1.1269707882664202,1525.1399999999996,23921.2199999999,18250.548849999992,206438.352,1364.7963000000002,17519.3676,2840.84775,29846.5245,22146.835750000006,253804.2441,128.563771583643,4.0
0,0,26.8405315375,75.8354976875,488.454687525,2.0250627999999997,252.0,4158.0,18255.19,189977.74,0.0,0.0,0.0,0.0,18255.19,189977.74,4.22307736445887,5.0
1,1,26.9005355625,77.18480295,472.01666665,2.0250627999999997,252.0,4158.0,3867.624999999997,104271.17,0.0,0.0,0.0,0.0,3867.624999999997,104271.17,4.99170885282367,5.0
2,2,27.1806032725,79.1418327675,492.181818175,1.96209227575,252.0,4158.0,12917.8675,123454.59,0.0,0.0,0.0,0.0,12917.8675,123454.59,4.96608376034272,5.0
3,3,27.166517865000003,77.94693248749999,475.57499997499997,1.94422835625,252.0,4158.0,17326.96,158108.51,0.0,0.0,0.0,0.0,17326.96,158108.51,5.00515461935471,5.0
4,4,27.1799998475,76.7562279875,447.2791667,1.95743984725,252.0,4158.0,18255.189999999995,254025.61,0.0,0.0,0.0,0.0,18255.189999999995,254025.61,6.07926069705402,5.0
5,5,27.177499855,76.6145836525,450.445833325,1.96639671825,252.0,4158.0,18255.19,254186.5032,0.0,0.0,0.0,0.0,18255.19,254186.5032,7.38574910614654,5.0
6,6,26.84458322,76.7216670975,466.219791675,2.00522574825,252.0,4158.0,17945.78,155323.82,0.0,0.0,0.0,0.0,17945.78,155323.82,9.32644411194854,5.0
7,7,26.923749885,75.718190125,451.62723875,2.03612388075,252.0,4158.0,18255.19,254523.7601,0.0,0.0,0.0,0.0,18255.19,254523.7601,9.38282688351177,5.0
8,8,26.311666685,76.162175405,477.605884575,2.0133983882499997,252.0,4158.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,12.1622153900388,5.0
9,9,26.731666552500002,76.4444393425,502.8041667,2.03612388075,769.0,13073.0,0.0,31869.23,0.0,0.0,0.0,0.0,0.0,31869.23,13.0611371966911,5.0
10,10,26.311666685,76.417500145,486.5041667,2.0141133890000003,769.0,13073.0,18255.19,255872.7877,0.0,0.0,0.0,0.0,18255.19,255872.7877,15.4487335243785,5.0
11,11,26.280833185,76.0879167875,449.812499975,2.03946534475,769.0,13073.0,18255.19,255578.8482,0.0,0.0,0.0,0.0,18255.19,255578.8482,18.7189202394876,5.0
12,12,26.288749945,77.4691666275,452.712499975,2.0907009355,769.0,13073.0,18255.19,255263.24999999997,0.0,0.0,0.0,0.0,18255.19,255263.24999999997,23.0382990748517,5.0
13,13,26.33999987,78.71416607,462.77083335,2.0945237545,769.0,13073.0,18255.19,256191.48,0.0,0.0,0.0,0.0,18255.19,256191.48,27.2399999197465,5.0
14,14,26.34999997,78.3924996025,476.84166665,2.10985994175,769.0,13842.0,18255.19,241345.9882,0.0,0.0,0.0,0.0,18255.19,241345.9882,31.9348970660656,5.0
15,15,26.2737499175,78.20083344999999,465.9416667,2.145855583,769.0,13073.0,18255.19,255328.2261,0.0,0.0,0.0,0.0,18255.19,255328.2261,33.9356050354811,5.0
16,16,26.2850000375,79.59708271,461.15,2.201532739,769.0,13073.0,18255.19,256191.48,0.0,0.0,0.0,0.0,18255.19,256191.48,45.5858775722093,5.0
