,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
28,2,21,26.517515384108645,80.77287855847337,575.4647072775365,2.60082225704898,45.443289832997095,18554.07168027477,0,0
277,2,21,28.289535048609334,82.39357998350133,536.7922320748797,2.2027108145203287,470.7162103747214,-1260.953465814039,0,0
63,2,22,28.241498280724265,69.08237057558263,398.07444857507414,-0.5748293740361807,405.00515861557096,-57.642191311921124,0,0
267,2,22,21.786331360837867,66.24661956631984,600.7382806502935,1.5400681812300225,374.70099955358035,16517.004423248043,0,0
104,3,0,30.411139791326768,65.70515817130817,303.86897994651224,0.476588275551028,254.93646306093456,-752.8657929038882,0,0
193,3,0,25.839290613270904,82.36877823961618,444.969726054946,-0.32287225734716263,262.71765793923896,688.2219458558333,0,0
657,3,0,20.571320112116148,54.40726131383741,664.584754373647,2.367873031588654,118.1722545959302,-800.6368693450893,0,0
571,3,1,20.4091592161763,72.46611390754302,524.4068328889696,2.2754175618346295,242.67196395591878,-1686.8794026648031,0,0
117,3,2,22.83393986874755,68.92887417819554,554.6089612682972,2.336404266589421,142.9948266087865,-614.9183129500022,0,0
248,3,2,24.15791647582691,64.09091307654906,512.2199563112289,2.2540872882655876,142.23773121133596,16968.988934498215,0,0
670,3,2,22.847923505172744,77.73141874883056,527.8577330985893,-0.15436245670037552,30.783049754944578,-1386.9360947606629,0,0
20,3,3,25.666616130696386,83.42629473680324,514.6603880421886,2.838414355633419,506.0476851978371,1491.0492796469814,0,0
360,3,3,22.36353510497169,55.934811029839686,471.6514351584052,-0.004401264264334459,120.07711021608836,-712.3001859801864,0,0
435,3,4,27.660410022851764,84.88146373364175,432.61954036509616,-0.1966826191574257,417.8481136262319,592.7776203247305,0,0
69,3,5,22.364186037458882,62.05988595354657,818.4603758960343,2.388525141892946,138.729939155765,1988.154013270143,0,0
192,3,5,25.480285100153814,82.81144203537902,712.4801564278155,2.4359594984810142,1.23707563201903,482.4040628132383,0,0
315,3,5,26.680982999202712,80.63583223744129,448.37225527360465,2.392570281250786,5.817629061128614,-973.2270558325949,0,0
23,3,6,23.768533948358456,65.65122025352673,425.18252200803647,2.456027466876839,239.93036194889908,433.6491544868111,0,0
111,3,6,26.860623180754686,85.05449704734116,498.12157844674414,0.2074530097784644,402.95044758560346,1868.5877671065707,0,0
306,3,6,21.597111592022152,57.820024772712415,560.7465153061503,2.350387953194828,3.2359166673243807,18421.816447673973,0,0
529,3,8,27.57210399088145,81.175926640678,405.4936735802425,-0.22322368131371761,41.711194372224426,714.0570073411442,0,0
92,3,9,21.24373566961127,77.44415760950534,428.04896270195377,2.406951947974284,414.28691324487227,-212.3473171595501,0,0
354,3,10,26.763947116360878,58.46253704378348,686.6936586785522,2.5571618912708316,114.85703668389058,-156.7311541488112,0,0
159,3,11,23.238379528894836,64.46197183813359,555.7649724436112,2.4347075931905113,502.9962496932309,1934.7663532795502,0,0
268,3,11,27.419532812743256,74.8253980886011,506.00328917105213,-0.16294022576391498,246.37655191462687,18973.97986452102,0,0
128,3,13,21.944576083830082,84.62579782733687,509.3179887054277,2.2581552597235146,105.12588126084785,1669.4402844580718,0,0
594,3,13,26.930649575256265,73.05427589345081,392.8410491179898,0.5102509095565319,8.163580289715961,-1057.3857634432982,0,0
223,3,15,21.297464789689794,69.68615847104988,832.4136348887288,2.2414459480932547,141.4854567158383,68.49736058896944,0,0
597,3,15,23.449300064179315,62.30194385602902,348.13682492070126,2.309484135303826,-9.522592560041781,256.78833165345003,0,0
295,3,16,22.48342361316624,54.089867251253544,579.2200571899522,2.291378758282775,268.3976259503571,17806.51991517898,0,0
154,3,17,22.924319481841028,82.85202853232406,503.80899333701456,-0.1900979900232726,252.91046697408282,765.2578015726812,0,0
410,3,19,22.02332408767319,67.3062423337975,370.41514246954296,0.07958865783825729,-29.660449808135915,705.425512161962,0,0
109,3,20,27.53012312358862,82.23128063028571,360.15335340695003,1.355467478453994,246.63506245508,-1022.9243609057849,0,0
621,3,21,26.879206765578406,85.5811832321544,378.4776476782351,-0.2024616173998195,256.14625457988495,1014.4683807179525,0,0
441,3,22,21.501492076800652,80.44435237743347,424.3990528746227,0.7250978395435302,122.94453912351008,17537.15535563978,0,0
54,3,23,21.694339207619898,79.86567918998647,666.2535717695207,-0.2978606042689082,337.3545930583075,-846.6387664352098,0,0
365,3,23,25.369186942686035,72.9083423881906,559.5994316593649,0.5762628607465352,258.90654933229115,2043.4749761846574,0,0
18,4,5,21.41817990641922,87.38431870443166,606.0283705693257,2.35512239154544,4.100520650655689,19376.71954034282,0,0
37,4,5,27.14647168042867,75.04909518123064,202.78455741407402,1.1071989183415862,428.58232574002295,18039.909968908985,0,0
152,4,5,24.447650798289246,60.2993589516401,474.4947444792174,2.2364565452908978,-1.7548852271633932,1819.7694933366884,0,0
473,4,5,22.572313276172167,82.12218686115096,566.0620330825668,-0.2762530451474674,7.936675480277668,250.21945998125392,0,0
411,4,8,23.62625216292726,78.26326991303276,239.74597979106306,2.275075085476853,32.70483382931192,-1539.2443873381376,0,0
495,4,8,24.363266138931223,83.7314929990409,411.27527906817414,2.2423538416842654,260.3417413312692,20202.545139919344,0,0
611,4,8,22.70245752742534,80.2024965511951,411.1932176063083,0.20125856069514303,138.81510216763343,1732.9812714145623,0,0
532,4,9,21.532604423540917,70.70830447048786,384.2163646468235,-0.3741011271695696,125.1238124290029,-746.5181823445547,0,0
444,4,10,25.359513132354483,80.87476148715169,569.499402355562,-0.6882694861350225,263.79441477510056,338.133151219232,0,0
572,4,10,27.127210420712604,81.26394404634352,608.1241150846312,2.3015877674178964,137.82936072554628,17333.023435562092,0,0
198,4,11,26.945683096916817,78.49229412310082,397.3389786208858,2.6493790718757646,18.571730503387073,1050.2953237211236,0,0
625,4,13,24.557893372129172,82.95965319633895,488.1690244746817,-0.06777974205148268,-61.847161336714045,17125.97731271986,0,0
16,4,14,25.682061219221524,83.7650994018923,363.15151712617006,2.2729982130503172,255.54574112027436,18010.5655988449,0,0
42,4,15,26.780397132401607,69.35620938924049,917.9530259711964,-0.06141446676779183,143.09869305560116,-129.42426096155248,0,0
561,4,15,23.379948811302924,80.0519301342888,529.375183744937,2.3598391670369177,248.74479957904143,146.8296624148204,0,0
215,4,19,22.972574665616175,74.29640823479252,653.7030046768158,2.2075816098528387,254.86815265028832,18777.391482182462,0,0
233,4,19,26.91976396522858,84.1244456121018,686.2318072153555,2.175634237828958,251.6922059849948,833.2395236980186,0,0
291,4,22,25.70080673205698,72.2597997775583,278.81641763117426,2.4408183187988084,26.061529931921417,18860.558699645353,0,0
580,5,3,20.742983844430846,56.73870059821785,447.74248933854517,2.2254646507559137,522.2370271536503,-788.7817709240991,0,0
666,5,3,19.732743243337026,62.17833179887725,498.5526253071437,2.5730930701167907,111.50686723269243,1791.8230083627193,0,0
170,5,4,28.955996852985898,65.16242326696799,417.9864608643865,0.4062722499558861,491.7279991117775,821.7637083859399,0,0
588,5,4,26.788466099149318,75.92138252785534,454.7810140352151,0.8279655242951374,319.8900374079667,939.8919531222001,0,0
328,5,7,25.622454064585092,73.680782330788,486.4719517549489,0.46232086194704325,32.73825462992882,18537.572533942788,0,0
169,5,10,26.11171778974787,73.54972821734499,649.6494443027099,2.152479289069571,486.27710069703045,16710.269631235715,0,0
26,5,11,24.367160219598595,80.67959320869213,574.379944181624,2.3479199878279475,568.2447317485342,19025.024426628355,0,0
314,5,11,25.594930796581917,79.63168921541524,753.5561857776728,2.258702839217821,114.86694613435031,19210.833522959834,0,0
115,5,13,25.064417078391788,72.10294340801269,404.2019733503279,0.15218313852453808,445.68759382201523,18630.88861001309,0,0
375,5,13,21.4200850684052,81.48413780158481,486.75838036558685,2.3416855746281193,264.88310656475545,17218.081536644593,0,0
312,5,15,21.445373977786314,83.62697785998105,579.8768983118846,2.1405518082139374,-50.37911587190502,-1522.0083803504313,0,0
327,5,19,26.366864175269406,85.43658723050137,427.06700790024115,2.4250857481052868,475.81189752966515,1620.7250932277816,0,0
40,5,23,25.794865804668138,59.94953393711535,585.6339060196169,0.34639784931908624,556.5913062749661,19066.1599127768,0,0
373,6,0,23.73987878895856,76.6378930992974,581.4333893054671,2.3468172369988918,520.8524535572332,-2361.484891989968,0,0
338,6,1,21.928700546189482,59.228933514048855,449.02957227995444,2.359526595123814,37.31626487403906,279.2329376686521,0,0
184,6,2,22.67406592641509,80.13165751748701,359.7586899099911,2.8239960862792906,259.37281356436154,740.4462890687334,0,0
88,6,4,20.76171070275872,67.6640660714104,516.0544459439576,2.359577680597583,249.85238956991736,18437.871443548174,0,0
374,6,4,22.063988097484454,67.49964265884957,540.9498732508201,2.3429264599198754,126.57261910367123,1807.370482927379,0,0
671,6,7,22.58221597959106,61.238130491668244,556.5066791784196,2.5110549983310655,495.98834580537107,-2222.1807649659977,0,0
326,6,8,21.50934724022178,55.76120935746543,644.4793932639675,1.530447439602147,441.5931704358442,17377.03481902983,0,0
604,6,8,26.65778871026036,77.5243421822854,481.6302192621163,0.6406154457811534,-59.06767144509151,1566.9898833806615,0,0
647,6,9,20.441418560386158,78.62354286697995,515.0286569232468,2.1691970558244384,254.38538649793242,17077.794725829546,0,0
43,6,10,24.798980753246788,79.42712915389744,797.9487522928234,1.6949052707716339,332.45156690989324,-772.5309096186922,0,0
51,6,10,21.804487874254484,72.479624880045,421.22299905980753,-0.3603994470167236,60.808845032673744,1203.227770969698,0,0
179,6,10,25.90334347018955,71.30317253576979,906.5177364049671,0.2446797994499617,-2.030171271398038,-7.214528759990287,0,0
137,6,12,27.039117404699326,78.62493381871349,585.8991154655714,2.196051247968627,261.96759114743907,1852.802596332969,0,0
505,6,13,26.33644536955312,86.22216139442594,430.35468377838447,2.270935598470468,163.83212592987644,2160.145007230941,0,0
14,6,15,21.451823953929562,79.3982124537281,510.7603351547841,2.292715765738627,464.3734678609748,-241.34860432602832,0,0
378,6,16,22.996773266998524,81.15377346084915,374.09033216545924,2.253662412663975,245.63561678199187,-855.8756694118698,0,0
384,6,17,25.775142547792434,79.43945615566952,458.22547572861873,1.3154727657505438,-12.081130307240231,626.6778799200026,0,0
74,6,19,22.824716763758367,78.86468405092506,522.7419795719138,2.28122180160381,124.62558877688095,17904.45105016984,0,0
630,6,19,26.77309562196406,57.73794548063674,301.2018504633446,2.2778145877276654,109.91295203653836,18283.63147119087,0,0
416,6,20,21.934545538265585,55.78764651960026,426.0788546570437,1.2883685647827778,157.01430324623925,18600.235208383318,0,0
486,6,20,24.173866673945177,77.67224827408403,558.8277349246719,2.2000938515694632,141.5705927998522,9.95546624111806,0,0
211,6,21,21.152226338150363,81.54643546379052,579.2412443654166,2.1551120323500297,323.31595701607245,-541.0286475089549,0,0
389,6,21,21.11251881517396,78.0864493630697,732.0496460069779,1.3111430044539103,260.9177719265187,1213.9922156972766,0,0
135,6,22,26.023517816403775,65.24941851154217,567.9040388081607,2.458917739619836,40.54040988387932,18370.153807150342,0,0
138,6,23,23.564199110087742,82.01891061267504,460.9821889142384,0.4855694208904132,260.01943456156624,19000.57107986808,0,0
499,6,23,22.19020230336942,54.92954033002781,620.0201669063655,-0.6706800300511766,162.5525632432911,798.1104595940186,0,0
453,7,0,28.629402868405492,77.33498523512982,839.8214478354499,-0.06434079052454073,526.7662557629716,-502.7870970771486,0,0
244,7,1,21.940060202903247,83.67801537766617,517.5086663345754,0.9293169002852575,109.64337483705079,18461.16080030545,0,0
557,7,2,25.693386586531027,64.27072436150233,536.258431343948,2.2317974801312452,249.74119817156623,394.0879454255971,0,0
27,7,3,22.929220294982617,55.64826051802433,894.5022831879169,0.1765017847097783,468.76289785804596,1748.828089589293,0,0
234,7,3,21.9217513847793,62.17847033812775,369.63187728153594,1.6498964315468905,485.8493281615172,864.8768183653006,0,0
559,7,3,22.52360693889534,86.14914954904641,1091.4979368926927,2.2389398229556394,54.914755230709616,226.2023272980391,0,0
202,7,5,26.851866386991922,70.91221029690982,568.6793366946994,2.25057461158697,23.766453215115163,-1989.5564190944049,0,0
422,7,7,22.33719708149127,88.04333374372938,515.049603021814,2.2656269886099043,59.59230812008085,16697.830980083636,0,0
188,7,9,26.911506083475864,82.17188442623767,315.307479163112,2.4675463922089333,250.45196540381014,17990.234590501328,0,0
519,7,9,21.53449479697707,67.29302067716941,508.4875378031259,2.226836243262674,137.72325845081167,-735.9646020472302,0,0
460,7,10,23.187750176940416,61.75145114083325,79.18663932091943,2.374449540525532,261.25728371398384,17240.852826019724,0,0
217,7,12,21.274773091347598,86.35659631280095,559.3981670867615,-0.017565553716876958,251.90221837179953,731.3905890268665,0,0
468,7,15,21.00618518601712,57.2497091061454,429.5478209071472,0.30960214636618577,257.03413984619806,-494.63296501146067,0,0
439,7,16,24.152162301718118,82.80872679353479,506.2999773113216,2.400892491720715,27.24095613296878,17590.721273394043,0,0
589,7,18,25.773820508933195,62.76378343788908,392.83314066354393,1.6132558540546178,16.540327191503234,1525.8670243752813,0,0
311,7,19,26.44663753620974,65.70114361253518,598.481267159181,2.371958444734212,266.549386191195,-257.64471583447687,0,0
380,7,20,26.562026457021847,82.17998003437548,515.1837917179784,2.282305871156111,123.70403783197567,1152.9539111039849,0,0
133,7,22,21.569030197027907,89.25962175120004,523.0691285371805,-0.7645345876052629,250.27358507507978,892.5600891487128,0,0
199,7,22,27.743477667495938,70.93005661319131,479.3008142924133,0.996768363525206,256.6602414110665,1232.2789571596309,0,0
316,7,23,23.83465889656394,72.87960264589563,382.1587568682188,0.6896979768431091,143.0043655972478,794.5713429320076,0,0
366,7,23,26.905360613569744,49.370091567763666,559.5669459170701,2.271019972827265,258.0321916679246,-924.1821015369228,0,0
47,8,0,26.8601027892381,70.14514331001745,460.568458456281,2.5016033318589224,44.479350414372576,18758.49572853242,0,0
567,8,0,26.678603636340718,77.19333795416428,318.9096074951667,2.4241408700097318,246.49485094794488,-130.09818832946522,0,0
458,8,2,23.058403718213082,72.89612023299256,511.0990139824161,-0.2598140405974235,120.31320222049479,-1720.7468678639011,0,0
652,8,3,25.265576113890614,62.35652257984707,350.1162641953497,2.2905960374756593,418.4744557599469,-236.8566310713255,0,0
353,8,5,24.10140378975789,84.57757788704629,367.78245577437815,2.3218628677487367,263.0854196603358,102.36271593576636,0,0
90,8,6,23.340997501510277,82.6971641876719,217.6572149843197,0.3987208068567849,150.20811992371517,18743.390404874906,0,0
297,8,6,25.456025390738716,58.76556407914499,521.3916107910495,0.3010396068740433,246.0197402586428,2396.564407540542,0,0
22,8,7,24.275740230026415,78.95725090266859,511.3349658265513,2.314804513545781,146.692140168382,18938.214691677622,0,0
372,8,8,25.28515365374934,72.50747201422922,365.22927820750635,-0.5049653210260767,107.83416410012799,162.40618579072915,0,0
482,8,8,24.22604190706115,88.98218126055502,718.7575148530445,2.4403719767025547,250.97697002744283,-2340.1882414328334,0,0
511,8,8,23.024219083477824,81.74697337244852,488.27785333207885,2.324866911691745,24.84172940200237,-1018.3202095932904,0,0
72,8,10,28.874773936012012,68.25646726344141,422.2682381210728,0.1101588464068109,-55.44938401984223,251.24533337282358,0,0
228,8,10,21.2896897684011,71.95801263802332,509.01733066034575,0.650568811686852,-12.645116743309009,-673.9296307819197,0,0
256,8,10,21.043368684961372,78.44110843880607,529.7769040434472,2.538590541896717,482.33640490500795,18568.31316501564,0,0
462,8,10,27.096694001049727,84.97559016754339,364.04289223180706,0.26814941182814467,12.285668367577228,1902.2492693491108,0,0
618,8,11,21.20328184589911,79.83578400766184,491.16793077597345,0.6630681022804673,253.41283702378726,-601.0984815366462,0,0
466,8,12,24.67191447368483,79.0350548818144,508.1367687463826,0.8306040392658736,120.94300760968704,18464.467299595988,0,0
298,8,13,21.233212935234153,63.37655703157601,589.2058671443291,1.0120227316861898,146.2434698885256,8.983528009203923,0,0
615,8,13,22.027602209395756,84.0265457339351,472.7665790092492,0.09250203631844343,15.443659097390594,546.7629389784743,0,0
130,8,14,26.027335926947586,62.30663925537222,916.6129331567176,2.527490211602772,27.258908345075728,2312.7920573306833,0,0
336,8,17,27.259147680663013,74.51618714246935,603.0452448378896,2.3399543778308747,131.95712434095253,-1708.2358815194268,0,0
100,8,18,25.510949180675325,60.80786205674017,440.39249279730245,2.3597178518955246,257.5216743604888,-503.00114493877254,0,0
157,8,18,23.1713984916987,66.76364916642014,594.4257558149167,1.631978586489865,82.26399816547664,18911.996541477994,0,0
191,8,19,26.57385234499955,80.09704233892276,1061.0893295394094,0.661392503668703,399.6379383028835,-1610.7092886885603,0,0
122,8,22,26.60444904197631,56.77652330327241,626.8822346079315,2.416301366346039,473.892444285304,221.57176108477415,0,0
52,8,23,22.24173311730763,71.65383251985614,342.63138550697414,2.3496387887339534,46.16363643773443,2505.8205806412484,0,0
601,8,23,21.725586690813437,73.06553430081831,442.37154817471486,2.32230430549549,31.421155674329896,1183.6474446967743,0,0
146,9,0,22.018058696904223,82.97660009042487,430.31406582851537,2.414165994056846,125.31049671635681,-948.2047799597065,0,0
331,9,0,21.881686420158008,67.0606460364254,363.5596838656427,1.4662459838983308,134.86660068519402,702.2946326751304,0,0
269,9,1,21.42661437494261,77.52705949066973,451.8156031160412,2.246386919479884,57.21134096508694,18222.820062737308,0,0
409,9,2,21.935089499076703,66.15223602576735,596.7301978630071,-0.6700507731540821,166.37107662804988,18160.97728803611,0,0
78,9,5,26.716280645400534,68.83464649523455,505.20752065637794,2.412632828051545,152.02575826310405,1.8211421928419327,0,0
553,9,5,22.139273776290437,52.58790288548065,414.46871916518364,2.6900789284924174,262.3159981168397,1927.6128292771004,0,0
251,9,6,24.97420832808293,82.3026225062022,592.7457869463467,2.262441481163617,264.5143450127356,1239.1228292980504,0,0
356,9,6,20.616507525389004,64.43602999106102,379.37259097157533,-0.06506932891218037,44.49848729022262,-1745.4436252465673,0,0
629,9,7,22.875044228024443,87.37919000279328,872.2787000595871,0.29988100989607924,304.91442485206494,1603.2013646810367,0,0
64,9,8,23.590368075249806,71.57455571363244,298.24462923510487,2.300102534603778,41.93736475192368,1039.7334058654496,0,0
400,9,8,26.993113196128945,68.1922593308818,553.3267840429689,2.344933668466354,46.170484937130645,1520.2827804461538,0,0
425,9,8,25.564084954264384,77.97185264884189,326.6436601503563,2.398431578124328,-14.068063164767779,-1123.2919893768649,0,0
221,9,9,27.137511678598038,76.08151127612697,479.09806002115454,0.7780731110814026,491.00308517916267,-1832.509765780339,0,0
203,9,11,23.57413375307826,46.66841956373534,506.5050580051493,2.451635823450934,261.42127547525047,-1493.6463312560668,0,0
241,9,13,26.750131750056802,82.29530433644508,1020.7509446858553,2.340460449091863,16.675561114176883,-2391.696363118194,0,0
307,9,13,22.009962783148033,54.52900928481672,593.1609021892015,2.4861247059136447,-11.970412900334763,-1215.637067612207,0,0
168,9,14,22.53317030236265,83.6017529149016,428.7832255886741,2.288992214890297,549.4906365017198,-1142.092526556167,0,0
368,9,14,20.952705926387086,81.80949554122942,387.53491203238843,2.464251272422722,25.6518803144515,17212.039816192504,0,0
12,9,15,25.722154137755023,69.52051124496671,498.35291010729225,2.3634980637969187,24.263219637150865,484.8772858036026,0,0
68,9,16,25.59865703704788,77.00772454288298,468.8113153746708,0.7382121284835483,259.86727055974444,18356.076123415063,0,0
487,9,16,27.136962851201048,58.55011876208611,512.5330636623139,2.4378370465194874,-28.160940437856585,-743.9347519920086,0,0
303,9,21,27.817882600583,69.63771742207345,362.2370659379807,2.421880409804779,137.83760228101755,17864.109615450783,0,0
477,9,21,27.791878478096475,83.69736261381225,838.8601401270168,-0.19291348792649293,141.8240932542016,18379.564125761597,0,0
655,9,21,26.8096683724276,77.94989481674206,336.40136748137866,2.3199250659061486,12.969532889378481,2641.497212884705,0,0
