DAT,"('co2관측치', 0)","('co2관측치', 1)","('co2관측치', 2)","('co2관측치', 3)","('co2관측치', 4)","('co2관측치', 5)","('co2관측치', 6)","('co2관측치', 7)","('co2관측치', 8)","('co2관측치', 9)","('co2관측치', 10)","('co2관측치', 11)","('co2관측치', 12)","('co2관측치', 13)","('co2관측치', 14)","('co2관측치', 15)","('co2관측치', 16)","('co2관측치', 17)","('co2관측치', 18)","('co2관측치', 19)","('co2관측치', 20)","('co2관측치', 21)","('co2관측치', 22)","('co2관측치', 23)","('ec관측치', 0)","('ec관측치', 1)","('ec관측치', 2)","('ec관측치', 3)","('ec관측치', 4)","('ec관측치', 5)","('ec관측치', 6)","('ec관측치', 7)","('ec관측치', 8)","('ec관측치', 9)","('ec관측치', 10)","('ec관측치', 11)","('ec관측치', 12)","('ec관측치', 13)","('ec관측치', 14)","('ec관측치', 15)","('ec관측치', 16)","('ec관측치', 17)","('ec관측치', 18)","('ec관측치', 19)","('ec관측치', 20)","('ec관측치', 21)","('ec관측치', 22)","('ec관측치', 23)","('내부습도관측치', 0)","('내부습도관측치', 1)","('내부습도관측치', 2)","('내부습도관측치', 3)","('내부습도관측치', 4)","('내부습도관측치', 5)","('내부습도관측치', 6)","('내부습도관측치', 7)","('내부습도관측치', 8)","('내부습도관측치', 9)","('내부습도관측치', 10)","('내부습도관측치', 11)","('내부습도관측치', 12)","('내부습도관측치', 13)","('내부습도관측치', 14)","('내부습도관측치', 15)","('내부습도관측치', 16)","('내부습도관측치', 17)","('내부습도관측치', 18)","('내부습도관측치', 19)","('내부습도관측치', 20)","('내부습도관측치', 21)","('내부습도관측치', 22)","('내부습도관측치', 23)","('내부온도관측치', 0)","('내부온도관측치', 1)","('내부온도관측치', 2)","('내부온도관측치', 3)","('내부온도관측치', 4)","('내부온도관측치', 5)","('내부온도관측치', 6)","('내부온도관측치', 7)","('내부온도관측치', 8)","('내부온도관측치', 9)","('내부온도관측치', 10)","('내부온도관측치', 11)","('내부온도관측치', 12)","('내부온도관측치', 13)","('내부온도관측치', 14)","('내부온도관측치', 15)","('내부온도관측치', 16)","('내부온도관측치', 17)","('내부온도관측치', 18)","('내부온도관측치', 19)","('내부온도관측치', 20)","('내부온도관측치', 21)","('내부온도관측치', 22)","('내부온도관측치', 23)","('일간누적분무량', 0)","('일간누적분무량', 1)","('일간누적분무량', 2)","('일간누적분무량', 3)","('일간누적분무량', 4)","('일간누적분무량', 5)","('일간누적분무량', 6)","('일간누적분무량', 7)","('일간누적분무량', 8)","('일간누적분무량', 9)","('일간누적분무량', 10)","('일간누적분무량', 11)","('일간누적분무량', 12)","('일간누적분무량', 13)","('일간누적분무량', 14)","('일간누적분무량', 15)","('일간누적분무량', 16)","('일간누적분무량', 17)","('일간누적분무량', 18)","('일간누적분무량', 19)","('일간누적분무량', 20)","('일간누적분무량', 21)","('일간누적분무량', 22)","('일간누적분무량', 23)","('일간누적총광량', 0)","('일간누적총광량', 1)","('일간누적총광량', 2)","('일간누적총광량', 3)","('일간누적총광량', 4)","('일간누적총광량', 5)","('일간누적총광량', 6)","('일간누적총광량', 7)","('일간누적총광량', 8)","('일간누적총광량', 9)","('일간누적총광량', 10)","('일간누적총광량', 11)","('일간누적총광량', 12)","('일간누적총광량', 13)","('일간누적총광량', 14)","('일간누적총광량', 15)","('일간누적총광량', 16)","('일간누적총광량', 17)","('일간누적총광량', 18)","('일간누적총광량', 19)","('일간누적총광량', 20)","('일간누적총광량', 21)","('일간누적총광량', 22)","('일간누적총광량', 23)"
1,528.0013908166667,530.8117356500001,531.4385754666667,528.5614037500001,522.8356587666666,515.0037684499999,506.1125054,496.35574864999995,486.49153509999996,477.2896592,469.3166599833333,462.8238028333333,456.9189371833333,451.8284717166666,448.33801155,445.20150361666657,443.2343319000001,441.73537356666674,441.00708225,441.0013632833334,440.9828447666667,442.0333498166667,443.5784887,444.41078036666664,2.2977944321666666,2.2977362175000002,2.2980065893333332,2.2958796754999997,2.2935134381666664,2.2932077845,2.292801982,2.294033088,2.2927027504999997,2.287629921166667,2.2872296015,2.2863692935000004,2.2850861575,2.2833378188333335,2.2832928975000004,2.2819414905,2.279755544,2.277431894,2.277371436,2.2817646986666666,2.2864525731666663,2.2939422371666667,2.3008037648333333,2.307280395,22.344317938333333,23.112517201666666,22.72514351,23.004840480000002,23.771056685,24.709757991666667,24.49347121,24.319447153333332,24.014901681666668,23.83472854,22.90038514833333,21.875067668333333,21.572689298333334,21.1110652,20.848944005,19.936086863333333,19.609782155,19.587733545000003,19.622369406666667,19.847560008333335,20.653732838333333,21.16140959666667,21.569974430000002,21.91980085,21.941758426666667,21.494962875,21.859017718333334,21.931340898333332,21.814656903333333,21.43796137833333,21.697458049999998,22.210330025,22.739709538333333,23.138338726666664,23.92072023333333,24.64302182,25.10594847,25.331123599999998,25.391056265,26.08288162166667,26.089531473333334,25.972587021666666,25.786732685,25.03319242166667,24.062822035,22.99054934833333,22.128801635000002,21.342412751666668,8557.933333333334,7041.595,5525.256666666667,4137.085,2748.9133333333334,1562.42,2087.5133333333333,2417.358333333333,2875.3700000000003,3413.3233333333337,4322.483333333333,5029.965,5737.446666666667,6573.095,7280.576666666667,7779.95,8098.006666666665,8793.699999999999,9617.56,10313.253333333334,11008.946666666669,11704.640000000001,12338.61,12594.943333333335,160189.29225,131981.41391666667,101093.5293,68292.45951666667,34340.90021666667,0.0,0.0,0.0,0.0,0.0,825.0933333333334,4692.718333333333,11602.875,21555.563333333335,34550.78333333333,50588.535,68843.72499999999,87098.915,105354.105,123609.295,141501.95961666666,158265.27773333332,173136.5537,185354.63891666665
2,445.00125655000005,445.5845898833333,446.08709759999994,446.13515885,445.6784038,446.37154104999996,448.523922,451.95039260000004,455.6694898166667,460.6416305833333,465.29090106666666,466.67172215,465.5444112333333,462.6264373666667,462.34147005,460.44437408333334,456.3886194,455.28410551666667,455.38165453333335,455.0233212,451.98884408333333,449.99301074999994,450.44444445,450.61944445,2.3101188783333333,2.3122612983333335,2.3129872985,2.3154856385,2.3151810393333334,2.3140571503333334,2.3154429071666667,2.3142921565,2.313759141333333,2.3105068073333332,2.3077579420000003,2.3051210143333334,2.3022829868333337,2.3011732334999997,2.299938694166667,2.3007862575,2.3008429109999997,2.304474508833333,2.3086837006666667,2.3121545308333333,2.316926013,2.3219549561666666,2.3295915529999998,2.334201294,21.495991335,21.3160894,20.709916565,20.275573155,20.187252419999997,19.439049793333336,19.439525976666665,19.56060439166667,19.18560435666667,19.543685120000003,19.243348433333335,19.357349683333336,19.367125606666665,18.896406645,19.151798815,18.949968048333336,19.151461475,19.40094062833333,19.882672646666666,20.527672655,21.01839163,21.431308276666666,21.752500015,22.148611121666665,21.227650855,21.19529792166667,21.347323383333332,21.398968863333334,21.392955623333336,21.979589593333333,21.839113393333335,22.194505521666667,22.840998586666668,23.151979346666668,24.004616863333336,24.519996778333333,25.018442176666667,25.53801737666667,25.532363774999997,25.817149105,26.01778624666667,25.79660568,25.435461879999995,24.657406291666664,23.92778211833333,23.080698811666664,21.962222125,21.134444358333333,10747.688333333334,8900.433333333334,7053.178333333334,5205.923333333333,3443.9683333333337,1682.0133333333333,2106.8033333333333,2531.5933333333337,2956.383333333333,3587.138333333334,4218.965,4850.791666666667,5482.618333333333,6114.445,6956.5233333333335,7806.1033333333335,8441.144999999999,9283.223333333333,10118.871666666668,10954.519999999999,11794.455,12420.923333333332,13246.926666666666,13865.893333333333,160189.29225,131981.41391666667,101093.5293,68292.45951666667,34340.90021666667,0.0,0.0,0.0,0.0,0.0,825.0933333333334,4692.718333333333,11602.875,21555.563333333335,34550.78333333333,50588.535,68843.72499999999,87098.915,105354.105,123609.295,141501.95961666666,158265.27773333332,173136.5537,185354.63891666665
3,450.7555555666667,451.46666668333336,452.0714052333333,452.2246932166667,452.05802655,451.79419435000005,451.0789165666667,450.40537855,451.12710749999997,452.72659730000004,453.8715467833333,456.90068296666664,462.92707184999995,466.1506098666667,466.44914236666665,466.04080903333335,466.25697065,463.3972222166667,457.49444445,454.3888889,453.1638889,452.50833335,451.57222225000004,452.7000000333334,2.3375308776666666,2.3385916641666666,2.3390189088333333,2.3383915891666667,2.3390677251666667,2.3388282396666664,2.3389460835,2.3394718021666665,2.3376130808333335,2.3363051523333334,2.3343223686666668,2.333097602,2.3319880991666664,2.331188913,2.3321816565,2.332695515333333,2.3313547188333335,2.328891376666667,2.327157461666667,2.3303878916666667,2.3343846076666668,2.3388621358333332,2.3422848881666667,2.349034222,22.341666676666666,22.370555558333333,22.14911763666667,21.96260404166667,21.716215140000003,21.305563203333335,20.817785426666667,20.34471526833333,19.724287326666666,19.210800921666667,18.898275693333336,18.642454866666668,18.611343729999998,18.77246947833333,19.282946433333336,19.567390866666667,19.954916105,20.301666651666665,20.687777790000002,21.097777775,21.724999978333333,22.465277761666666,23.01666664,23.579722191666672,20.569444360000002,20.349166580000002,20.334509715,20.360887261666665,20.395887256666665,20.459917878333332,20.646723429999998,21.205202976666666,22.076814756666664,22.8104372,23.54488166,24.296338435,24.88064399,25.116608886666665,25.064376163333332,25.144653951666665,25.241876158333337,25.35999987833333,25.183611,24.604444333333333,23.821944368333334,23.004722155,22.274444383333332,21.373333273333333,11977.915,10089.936666666666,8204.101666666667,6318.266666666667,4450.650000000001,2583.0333333333333,3219.146666666666,3855.2599999999998,4481.7283333333335,5319.5199999999995,6067.724999999999,7027.253333333333,8006.071666666667,9208.001666666665,10419.576666666666,11615.076666666666,12902.306666666665,14175.605000000001,15446.76,16494.803333333333,17540.703333333335,18391.355,19230.218333333334,19871.690000000002,160189.29225,131981.41391666667,101093.5293,68292.45951666667,34340.90021666667,0.0,0.0,0.0,0.0,0.0,825.0933333333334,4692.718333333333,11602.875,21555.563333333335,34550.78333333333,50588.535,68843.72499999999,87098.915,105354.105,123609.295,141501.95961666666,158265.27773333332,173136.5537,185354.63891666665
4,454.5336629333333,457.2546139666667,461.16850285000004,466.4629472833333,472.24628061666664,477.24628061666664,481.24872881666664,485.4138888833333,490.6499999999999,495.7861111166667,501.0972222166667,507.7222222166667,513.45,515.8916666666668,514.4888888833334,509.7638888833333,503.89166666666665,497.53888888333336,493.3027777666666,489.8138888833334,484.7638888833333,480.1888888833334,476.0416666666667,470.8888888833333,2.3544334765,2.3542179303333333,2.3539835336666664,2.3541247634999998,2.3564777145,2.3540165845,2.352971644666667,2.353424588833333,2.351807871166667,2.3507140405,2.3487156835,2.350512699833333,2.3506449241666663,2.3514232303333333,2.3536649961666667,2.354930120666667,2.3556092638333332,2.3564657031666667,2.3600387108333334,2.3634794936666665,2.3667099183333336,2.3697540348333335,2.3740242056666667,2.3771103905,24.264764553333336,24.613705228333334,24.55370527,24.511760835,24.40342750666667,24.367316380000002,23.972829585,23.482777801666668,22.931388896666665,22.500833330000003,22.276666671666664,22.038611129999996,21.988611135,22.173888876666666,22.610277766666666,23.06694444333333,23.376111103333333,23.627777776666665,23.810277753333335,24.28444444333333,24.964444419999996,25.413611093333333,25.714166671666664,26.011666671666664,20.843912375000002,20.69850276166667,20.815447208333335,20.809891646666667,20.763224981666664,20.892947185,21.099034751666665,21.59583324333333,22.274166578333336,23.043888796666664,23.810555458333337,24.448888816666667,24.96916658666667,25.170277718333335,25.16638881,25.171666596666665,25.18111105,25.236388809999998,25.006388806666664,24.381388790000003,23.58944436,22.815833243333334,22.004722111666666,21.184166556666668,16982.388333333332,14093.086666666668,10989.246666666668,8114.948333333334,5032.541666666667,2175.39,2630.1866666666665,3331.6716666666666,4277.701666666667,5240.878333333333,6324.72,7426.78,8777.671666666667,10186.0,11573.966666666665,12966.22,14489.855000000001,16085.93,17433.173333333336,18598.028333333332,19538.7,20478.3,21165.853333333333,21789.539999999997,160189.29225,131981.41391666667,101093.5293,68292.45951666667,34340.90021666667,0.0,0.0,0.0,0.0,0.0,825.0933333333334,4692.718333333333,11602.875,21555.563333333335,34550.78333333333,50588.535,68843.72499999999,87098.915,105354.105,123609.295,141501.95961666666,158265.27773333332,173136.5537,185354.63891666665
5,465.43333333333334,462.0972222166667,461.95277776666666,463.0638888833333,464.4888888833334,466.0388888833333,466.05555555,464.8833333333334,463.8777777833334,462.625,465.5666666666666,467.70737548333335,469.60737548333327,470.52681993333334,471.0795977166667,472.9157088333334,471.1212643833333,471.00277780000005,472.17222224999995,473.1027778,472.93055556666667,471.875,470.7083333333333,469.16111109999997,2.377837611,2.3780299400000002,2.3784055724999997,2.3781982278333333,2.3776362811666667,2.3776302703333334,2.3782162495,2.377579175833333,2.3760135438333334,2.3746312148333333,2.3738589201666667,2.369300887666667,2.366977988,2.3664430931666667,2.3656708018333332,2.365304184833333,2.364294495333333,2.3690749048333335,2.370634522,2.3746642868333336,2.3788893798333333,2.383796619,2.3894250631666667,2.393313594,26.313333323333335,26.101944445,25.503333355,24.909722248333335,24.409444438333335,23.848888884999997,23.37027778166667,23.01888889333333,22.509444456666667,22.217222231666668,22.162777806666668,22.720526831666664,22.912471271666664,23.239415706666666,24.026360131666667,24.67969346166667,25.095526781666667,24.78166662833333,24.96749997666667,25.275277773333332,25.702222225,26.013055558333335,26.15805557166667,26.469722234999995,20.622499893333334,20.461111025,20.473888766666665,20.503055413333335,20.53888876666667,20.582499886666668,20.764166568333334,21.321666565,22.044166586666666,22.788888825,23.54611104333333,24.321963540000002,24.946407976666666,25.19140799,25.245296878333335,25.307519083333332,25.340296874999996,25.2966666,25.13888879833333,24.503610996666666,23.726944366666668,22.948333268333332,22.115555476666668,21.309444353333333,18426.356666666663,15191.340000000002,11956.323333333334,8717.019999999999,5477.716666666667,2234.1266666666666,2977.406666666667,3598.9500000000003,4454.321666666667,5272.185,6218.215,7112.805,8135.561666666666,9150.816666666666,10060.409999999998,10956.071666666665,11851.733333333332,12679.241666666667,13378.583333333334,14148.221666666666,14789.693333333335,15417.233333333335,15916.606666666667,16494.850000000002,160189.29225,131981.41391666667,101093.5293,68292.45951666667,34340.90021666667,0.0,2939.395,8921.321666666665,17945.78,30012.77,45122.291666666664,63274.345,81529.535,99784.72500000002,118039.915,136295.105,154550.295,172805.48500000002,191060.67500000002,209315.865,227208.52961666664,243945.03220000002,258793.1024166667,270985.91915000003
6,469.1972222,471.4555555333333,474.47499998333336,476.5277777666666,478.6972222166667,481.02500000000003,480.98333333333335,479.2027777833334,478.2138889,478.4861111166667,478.80277778333334,478.7916666666667,479.52222223333337,481.9722222333333,482.98888890000006,482.72777779999996,483.0111111333334,484.40000003333336,485.79722225,487.1111111333334,491.40000001666664,498.3111111166667,505.14444445,510.35555555,2.3970248321666667,2.3984462221666667,2.400225216833333,2.4005527775,2.4007901855,2.3996542845,2.399825567666667,2.3976018289999996,2.3954622283333333,2.393073213833333,2.3902845249999998,2.389247773166667,2.386558254666667,2.384619997,2.3813895768333335,2.3827388346666667,2.3842263361666665,2.3857408801666664,2.3898427731666665,2.396231507,2.404017579,2.4091772523333335,2.4140965136666668,2.4157192428333336,26.553333329999997,26.351388878333335,25.731944461666668,25.22166668666667,24.802500031666668,24.51388891666667,24.331666705,24.380277821666667,24.09583335666667,24.085555581666668,24.321111135,24.57361115,25.00250004333333,25.384166725,26.39111115833333,26.888888938333334,27.18583336,27.239444468333335,27.050833378333333,27.223611136666666,27.598055580000004,28.094166681666668,28.33250002833333,28.912222236666665,20.663888815,20.49388881333333,20.463888788333332,20.514722146666667,20.510833263333335,20.608333275,20.750277710000002,21.343611038333336,22.088888819999998,22.807222155,23.612499916666668,24.36194433833333,25.020555428333335,25.257222118333335,25.380833218333333,25.356110991666668,25.375833203333332,25.356944321666663,25.148611015,24.516666566666668,23.623333243333335,22.848055458333334,22.03222212833333,21.354444361666665,14029.471666666665,11579.096666666666,9128.721666666666,6699.78,4270.838333333333,1837.61,2448.0033333333336,3047.6800000000003,3851.1783333333333,4648.246666666667,5653.423333333333,6584.016666666666,7580.62,8605.086666666668,9625.266666666668,10578.365,11532.535000000002,12566.646666666667,13742.856666666668,14695.955,15653.339999999998,16482.55833333333,17303.203333333335,17915.74,231536.14414999998,189043.83748333334,143871.52453333334,96812.84194999999,48600.060066666665,0.0,2921.3460833333334,8885.223833333332,17891.63325,29940.574333333334,45032.04708333333,63166.0515,81421.24149999999,99676.4315,117880.0531666667,136083.67483333335,154287.29650000003,172490.91816666667,190694.53983333334,208898.16150000002,226795.98294999998,243574.2558833333,258465.12781666665,270707.45015
7,516.8333333333334,522.9638888833333,525.4222222166667,524.9527777833333,522.7666666666668,520.0777777833333,513.7583333333333,506.98888890000006,502.3666666833333,499.23333335,497.8944444666666,499.13888891666664,502.59722224999996,504.34722224999996,503.73333335,501.7138889,498.26111111666665,492.9638888833333,487.3472222166667,483.0833333166667,480.48888888333335,479.9944444333334,480.94444443333333,481.56944443333333,2.4162571416666663,2.416037773333333,2.4148087096666666,2.4132460811666667,2.4129095156666662,2.4151903431666666,2.415367644333333,2.414360953666667,2.4145142098333334,2.4144090368333333,2.412963611,2.4104093221666667,2.4092583863333332,2.407957200333333,2.4071788953333333,2.4058236148333334,2.40564331,2.406178204666667,2.40985038,2.4160738348333335,2.421867568,2.427117386166667,2.4323251328333337,2.4348373573333335,29.26666666666667,29.151111095,28.536111106666667,28.03972222666667,27.71555555333333,27.178055575000002,27.243055589999997,27.332222256666668,27.05666669833333,27.049444474999998,27.52222223833333,28.098888884999997,28.343333330000004,28.786944448333333,29.755833345000003,30.555833323333335,30.911388889999998,31.07694443,31.19499995833333,31.528333276666668,32.21166654666667,32.606388779999996,32.6599999,32.94416659666666,20.814722115,20.692222123333334,20.778055438333332,20.807499868333334,20.872499868333332,20.799444303333335,20.958333226666667,21.5208332,22.268055411666666,23.011666520000002,23.738610976666667,24.522499868333338,25.11388875,25.32111098,25.338333215000002,25.40083322,25.43416655333333,25.418611006666666,25.192777691666667,24.53611104166667,23.72833328833333,22.881944381666667,22.101388825,21.438888805,15326.710000000001,12737.68,10146.506666666668,7555.333333333335,4960.945000000001,2366.556666666667,2974.806666666667,3583.056666666667,4194.5216666666665,5013.0233333333335,5840.098333333334,6879.568333333334,7916.895,9159.115,10406.693333333333,11657.486666666666,12898.635,14127.995,15344.495,16356.101666666667,17355.920000000002,18145.486666666664,18947.913333333334,19549.733333333334,231327.80808333334,188905.63434999998,143798.29750000002,96767.9775,48582.52683333334,3.0940999999999996,2942.4891000000002,8924.415766666667,17948.8741,30015.864100000003,45125.38576666667,63277.43910000001,81532.6291,99787.81910000001,118043.00910000001,136298.1991,154553.3891,172808.5791,191063.7691,209318.9591,227206.98256666667,243964.11248333333,258827.65319999997,271033.3620166667
8,483.54166665,485.9694444333333,488.04444443333335,488.1861111,486.65555555,485.39722221666665,480.71666666666664,475.0944444499999,470.64444445000004,466.5750000166667,462.36388890000006,457.36944446666666,454.68888891666666,453.2694444666667,450.9805555666667,448.68055556666667,446.9861111166667,446.11388888333335,445.6861111,445.2777777666667,446.7833333333333,450.8333333333333,455.61944444999995,460.86944445,2.4371422225,2.438190979333333,2.4402494396666667,2.441992364333333,2.442767670333333,2.444339310333333,2.4450154436666667,2.443470847,2.439882813,2.4365021381666665,2.434732163,2.434642010333333,2.430068331333333,2.4298008886666667,2.431078036,2.4313785446666665,2.4313124318333332,2.4316760433333333,2.437025032333333,2.4394170528333334,2.4437323078333333,2.4503824783333332,2.455899743333333,2.459496784333333,33.165555471666664,32.85666659666666,31.98527778,31.38055554,31.116666666666664,30.922222199999997,31.00111109833333,31.45222222833333,31.582777805000003,32.033333383333336,32.691111158333335,33.401666733333336,34.28000008,34.818611165,35.96416668333333,36.97027779166667,37.705555545,38.14722224333334,38.15944450166667,38.920324904999994,39.90310269,40.46338044833333,40.97532491166667,41.74310264166667,20.877222115,20.70749986,20.699166536666667,20.692499891666667,20.723333243333332,20.649444358333337,20.829444361666667,21.420277718333335,22.208333233333335,23.013611005,23.738888778333333,24.44777769,25.084166565,25.279999886666662,25.286666558333334,25.303611014999998,25.326944331666667,25.35916653833333,25.128888766666666,24.588611,23.746111011666667,22.909444331666666,22.076110998333334,21.334166543333335,16704.803333333333,13859.873333333335,11010.656666666668,8161.44,5304.721666666667,2448.0033333333336,3064.8266666666664,3681.65,4310.261666666666,5140.551666666667,5983.701666666667,7026.386666666666,8055.139999999999,9293.073333333334,10532.078333333333,11768.94,13000.443333333335,14239.448333333334,15399.583333333334,16350.538333333336,17308.995,18067.916666666668,18830.053333333333,19385.153333333332,231583.0713333333,189090.24898333332,143922.06149999998,96842.23590000001,48613.46783333333,0.0,2939.395,8921.321666666665,17945.78,30012.77,45122.291666666664,63274.345,81529.535,99784.72500000002,118039.915,136295.105,154550.295,172805.48500000002,191060.67500000002,209315.865,227206.98256666664,243973.39478333332,258850.85895000002,271073.5853166667
9,466.9750000000001,473.11388888333335,476.91111109999997,478.20277776666666,478.1083333166667,477.34999998333325,470.9638888833333,463.6611111166667,457.90833333333336,453.28888888333336,451.22499999999997,449.0944444500001,450.51944445,452.4722222166667,455.21944445,457.5055555666666,455.65833335,454.04722223333334,453.9138889,454.6555555666667,452.9027777833333,451.5638888833334,452.81666664999995,454.69166664999995,2.4623004881666666,2.4647916695,2.4651222223333336,2.4654828269999998,2.465714224,2.4661800091666666,2.4652213995000003,2.4623846363333333,2.457940171,2.4533574711666666,2.450992492666667,2.449069262,2.445306943333333,2.4452438351666665,2.4479243341666668,2.4509263785,2.452029233333333,2.4530990315000003,2.4591421854999997,2.4635175373333333,2.4688484933333332,2.4742034905000003,2.4792669971666665,2.4825034286666665,42.57254699666667,42.657222185,42.32611104,41.99249991333333,41.95194436333333,41.81333325833334,41.827777768333334,41.919444391666666,41.71833332,41.99916669,42.23861109333333,42.52999999666667,42.937499978333335,43.221944426666674,43.66083329333333,43.831666595,44.048611066666666,43.820388821666675,43.336499941666666,43.56649997166667,44.557333328333335,45.362611163333334,45.80372226166667,46.63166673333333,20.75444433,20.516388771666666,20.584166543333332,20.59583320666667,20.614166561666668,20.569722116666668,20.7822221,21.41499988166667,22.182222095,22.994444326666667,23.777499891666665,24.575555440000002,25.170277695,25.355833243333333,25.350833251666668,25.33694436333333,25.34194433,25.30416655166667,25.070277645,24.475555448333335,23.673055450000003,22.84888878166667,22.031111025,21.293333288333333,16496.285,13693.788333333336,10676.753333333334,7787.885000000001,4686.621666666667,1787.0366666666669,2203.2533333333336,2737.991666666667,3481.91,4303.626666666667,5336.666666666666,6381.495,7634.431666666666,8898.085,10163.881666666666,11426.463333333333,12687.973333333333,13945.196666666665,14994.311666666666,16047.713333333333,16889.791666666668,17752.23166666667,18404.420000000002,19057.679999999997,231623.81031666664,189131.50365,143960.73775,96872.14553333334,48629.969699999994,0.0,2952.287083333333,8947.105833333333,17984.45625,30064.338333333333,45186.75208333333,63351.6975,81606.8875,99862.0775,118117.2675,136372.4575,154627.6475,172882.8375,191138.0275,209393.2175,227291.03895,244067.76483333332,258958.12108333336,271200.44341666665
10,457.94166665000006,460.9277777666666,463.82222221666666,465.7777777833333,467.0166666833333,467.7027778,461.5416666833333,453.4444444666667,447.35277779999996,442.58888890000003,439.6666666666667,437.93055555,442.34444443333336,448.5194444333333,453.0194444333333,454.63055555,452.9833333333333,449.1055555666667,443.8388889,437.79444444999996,432.34999999999997,430.3888888833333,432.2027777666667,436.84444443333336,2.4841832491666667,2.484841353333333,2.4811421386666663,2.4792489586666666,2.4771784813333335,2.478031919833333,2.4783294251666668,2.4788072306666664,2.479973195,2.4784496301666663,2.4777103881666664,2.476841933833333,2.4755467566666667,2.475546756,2.4775691468333334,2.479008567166667,2.479044632,2.4819324751666665,2.4864069873333334,2.491563646,2.4981537156666667,2.5029467674999997,2.5109041286666667,2.5141856451666666,47.67444449333333,47.923888925,47.51722220166666,47.05222216666667,47.00749991666667,47.01111098333333,46.921110989999995,46.98472211666667,46.80916662333333,46.98083330833333,47.172499996666666,47.35500002,47.33333338666667,47.530000040000004,48.125277825000005,48.65172221166667,48.982747108333335,48.94469158166667,49.08996933666666,49.65441378333333,50.56430270333333,51.22530268,51.558166705,52.30941673833333,20.716388836666667,20.52638882666667,20.706388828333335,20.80444436,20.88111101166667,20.891388796666664,21.080555458333333,21.611944323333333,22.202777655000002,22.943055453333333,23.668611021666667,24.36499989666667,24.907222126666667,25.080555481666664,25.093333255,25.087499921666666,25.117499883333334,25.15527766166667,24.970555445,24.399722105,23.601666551666668,22.830833233333333,21.9852777,21.258611028333334,16211.245,13360.523333333333,10509.801666666666,7656.936666666666,4804.071666666666,1958.7083333333333,2613.04,3267.3716666666664,4148.03,5041.548333333333,6160.321666666667,7288.740000000001,8639.198333333332,10002.516666666665,11369.050000000001,12731.296666666667,14093.543333333333,15457.933333333334,16600.283333333333,17746.92,18664.015,19585.396666666667,20281.523333333334,20981.936666666665,231737.7763333333,189232.57758333333,144042.2157166667,96930.41775000001,48662.45775,0.0,2887.8266666666664,8818.185,17791.075,29858.065000000002,44967.58666666667,63119.64000000001,81374.83,99630.02000000002,117885.21000000002,136140.4,154395.59,172650.78,190957.53833333333,209264.29666666663,227203.88846666666,243956.8929166667,258814.24543333333,271012.21900000004
11,444.4638888833333,453.56666666666666,462.3611111166667,468.90555556666664,473.18611113333327,476.5777778,471.9638889166667,466.89722224999997,465.6666666833333,467.4166666833333,468.61666668333334,466.4777777833333,468.3361111166667,468.19166666666666,462.0027777833334,451.54444444999996,441.4388888833334,434.4472222166667,428.59166665,423.5861111,421.1638888833333,422.8416666666667,427.8527777833333,433.95555556666665,2.5148257221666666,2.5150991856666667,2.511913836666667,2.5127011623333333,2.509203287666667,2.509389603166667,2.5087765695,2.5036229088333335,2.503637933833333,2.503328407,2.505428932833333,2.5057715018333333,2.5072319566666663,2.5127672585,2.513578622666667,2.515619053833333,2.5176324424999996,2.5169953788333337,2.520787750833333,2.5278285728333336,2.536056397333333,2.5407382648333336,2.543560001,2.55029431,53.12047232333333,53.097138959999995,52.609861126666665,52.075750095,51.96236119499999,51.562111175000005,50.984916645,50.91961018666667,50.084499068333336,49.686721293333335,49.45733241,49.55744350166666,49.694693531666665,49.65833334333333,50.492916685000004,51.02930552666667,51.27124997833334,51.22930550666667,50.833472185000005,50.777361060000004,51.218888813333336,51.44752770333334,51.17272213333333,50.86874993666667,20.720833265,20.574999926666667,20.650833256666665,20.683888794999998,20.816388823333334,20.79638882,20.94305548,21.54111103833333,22.26305548166667,22.98861104,23.639722128333332,24.39333322666667,24.989444321666667,25.137222113333333,25.185555461666667,25.16361102833333,25.1966666,25.209166611666664,25.029722171666666,24.412499941666667,23.583611048333335,22.831666591666664,22.10694433833333,21.337777666666664,17834.796666666665,14686.585,11538.373333333335,8389.089999999998,5239.806666666666,2091.595,2790.9366666666665,3494.565,4432.0216666666665,5358.761666666666,6519.329999999999,7675.611666666667,9068.936666666666,10354.456666666667,11515.025,12692.74,13871.526666666667,15047.098333333333,16206.595,17237.925,18379.203333333335,19281.295,20198.39,20888.086666666666,231562.444,189070.13733333335,143902.46553333334,96827.28108333335,48605.2169,0.0,2939.395,8921.321666666665,17945.78,30012.77,45122.291666666664,63274.345,81529.535,99784.72500000002,118039.915,136295.105,154550.295,172805.48500000002,191060.67500000002,209315.865,227203.3727833333,243958.95565000002,258821.465,271024.07971666666
